site,treatment,date,year,month,variable,value
n2,fert,1999-06-28T00:00:00Z,1999,6,temp_c,14.84
n2,fert,1999-07-16T00:00:00Z,1999,7,chl_ug_l,0.6566666666666666
n2,fert,1999-07-16T00:00:00Z,1999,7,cond_u_s,156
n2,fert,1999-07-16T00:00:00Z,1999,7,do_mg_l,9.236666666666666
n2,fert,1999-07-16T00:00:00Z,1999,7,secchi_m,6
n2,fert,1999-07-16T00:00:00Z,1999,7,temp_c,16.993333333333332
n2,fert,1999-08-09T00:00:00Z,1999,8,chl_ug_l,0.7483333333333333
n2,fert,1999-08-09T00:00:00Z,1999,8,cond_u_s,177
n2,fert,1999-08-09T00:00:00Z,1999,8,do_mg_l,10.683333333333334
n2,fert,1999-08-09T00:00:00Z,1999,8,secchi_m,5.5
n2,fert,1999-08-09T00:00:00Z,1999,8,temp_c,15.306666666666667
n2,ref,1990-06-12T00:00:00Z,1990,6,chl_ug_l,6.535
n2,ref,1990-06-12T00:00:00Z,1990,6,cond_u_s,69.16666666666667
n2,ref,1990-06-12T00:00:00Z,1990,6,do_mg_l,9.866666666666667
n2,ref,1990-06-12T00:00:00Z,1990,6,secchi_m,3.61
n2,ref,1990-06-12T00:00:00Z,1990,6,temp_c,9.083333333333334
n2,ref,1990-06-21T00:00:00Z,1990,6,chl_ug_l,3.2800000000000002
n2,ref,1990-06-21T00:00:00Z,1990,6,cond_u_s,75.96666666666667
n2,ref,1990-06-21T00:00:00Z,1990,6,do_mg_l,10.2
n2,ref,1990-06-21T00:00:00Z,1990,6,secchi_m,4.3
n2,ref,1990-06-21T00:00:00Z,1990,6,temp_c,12.03
n2,ref,1991-06-10T00:00:00Z,1991,6,chl_ug_l,6.859999999999999
n2,ref,1991-06-10T00:00:00Z,1991,6,cond_u_s,65.33333333333333
n2,ref,1991-06-10T00:00:00Z,1991,6,do_mg_l,11.016666666666666
n2,ref,1991-06-10T00:00:00Z,1991,6,secchi_m,5.5
n2,ref,1991-06-10T00:00:00Z,1991,6,temp_c,6.985
n2,ref,1991-06-27T00:00:00Z,1991,6,chl_ug_l,1.13
n2,ref,1991-06-27T00:00:00Z,1991,6,cond_u_s,86.2
n2,ref,1991-06-27T00:00:00Z,1991,6,do_mg_l,9.753333333333334
n2,ref,1991-06-27T00:00:00Z,1991,6,secchi_m,5.75
n2,ref,1991-06-27T00:00:00Z,1991,6,temp_c,15.036666666666667
n2,ref,1991-07-06T00:00:00Z,1991,7,chl_ug_l,0.8600000000000001
n2,ref,1991-07-06T00:00:00Z,1991,7,cond_u_s,86.7
n2,ref,1991-07-06T00:00:00Z,1991,7,do_mg_l,9.8
n2,ref,1991-07-06T00:00:00Z,1991,7,secchi_m,5.2
n2,ref,1991-07-06T00:00:00Z,1991,7,temp_c,14.716666666666667
n2,ref,1991-07-11T00:00:00Z,1991,7,chl_ug_l,1.185
n2,ref,1991-07-11T00:00:00Z,1991,7,cond_u_s,81.16666666666667
n2,ref,1991-07-11T00:00:00Z,1991,7,do_mg_l,9.6033333333333335
n2,ref,1991-07-11T00:00:00Z,1991,7,secchi_m,5.5
n2,ref,1991-07-11T00:00:00Z,1991,7,temp_c,11.969166666666666
n2,ref,1991-07-18T00:00:00Z,1991,7,chl_ug_l,1.1400000000000001
n2,ref,1991-07-18T00:00:00Z,1991,7,cond_u_s,192.5
n2,ref,1991-07-18T00:00:00Z,1991,7,do_mg_l,9.306666666666667
n2,ref,1991-07-18T00:00:00Z,1991,7,secchi_m,4.5
n2,ref,1991-07-18T00:00:00Z,1991,7,temp_c,14.026666666666667
n2,ref,1991-07-25T00:00:00Z,1991,7,chl_ug_l,0.795
n2,ref,1991-07-25T00:00:00Z,1991,7,cond_u_s,87.43333333333334
n2,ref,1991-07-25T00:00:00Z,1991,7,do_mg_l,10.47
n2,ref,1991-07-25T00:00:00Z,1991,7,secchi_m,6.5
n2,ref,1991-07-25T00:00:00Z,1991,7,temp_c,13.403333333333332
n2,ref,1991-08-01T00:00:00Z,1991,8,chl_ug_l,1.655
n2,ref,1991-08-01T00:00:00Z,1991,8,cond_u_s,79.56666666666666
n2,ref,1991-08-01T00:00:00Z,1991,8,do_mg_l,9.766666666666667
n2,ref,1991-08-01T00:00:00Z,1991,8,secchi_m,6.2
n2,ref,1991-08-01T00:00:00Z,1991,8,temp_c,13.5
n2,ref,1991-08-08T00:00:00Z,1991,8,chl_ug_l,1.17
n2,ref,1991-08-08T00:00:00Z,1991,8,cond_u_s,95.46666666666667
n2,ref,1991-08-08T00:00:00Z,1991,8,do_mg_l,10.55
n2,ref,1991-08-08T00:00:00Z,1991,8,secchi_m,5.5
n2,ref,1991-08-08T00:00:00Z,1991,8,temp_c,10.293333333333333
n2,ref,1991-08-14T00:00:00Z,1991,8,chl_ug_l,1.0899999999999999
n2,ref,1991-08-14T00:00:00Z,1991,8,cond_u_s,95.72
n2,ref,1991-08-14T00:00:00Z,1991,8,do_mg_l,10.7
n2,ref,1991-08-14T00:00:00Z,1991,8,secchi_m,5.92
n2,ref,1991-08-14T00:00:00Z,1991,8,temp_c,12
n2,ref,1992-06-07T00:00:00Z,1992,6,chl_ug_l,NA
n2,ref,1992-06-07T00:00:00Z,1992,6,cond_u_s,53
n2,ref,1992-06-07T00:00:00Z,1992,6,do_mg_l,10.4
n2,ref,1992-06-07T00:00:00Z,1992,6,secchi_m,NA
n2,ref,1992-06-07T00:00:00Z,1992,6,temp_c,1.95
n2,ref,1992-06-17T00:00:00Z,1992,6,chl_ug_l,0.615
n2,ref,1992-06-17T00:00:00Z,1992,6,cond_u_s,39.666666666666664
n2,ref,1992-06-17T00:00:00Z,1992,6,do_mg_l,10.5
n2,ref,1992-06-17T00:00:00Z,1992,6,secchi_m,4
n2,ref,1992-06-17T00:00:00Z,1992,6,temp_c,4.533333333333333
n2,ref,1992-06-25T00:00:00Z,1992,6,chl_ug_l,1.4700000000000002
n2,ref,1992-06-25T00:00:00Z,1992,6,cond_u_s,31.666666666666668
n2,ref,1992-06-25T00:00:00Z,1992,6,do_mg_l,10.1
n2,ref,1992-06-25T00:00:00Z,1992,6,secchi_m,3.7
n2,ref,1992-06-25T00:00:00Z,1992,6,temp_c,10.966666666666667
n2,ref,1992-07-02T00:00:00Z,1992,7,chl_ug_l,0.985
n2,ref,1992-07-02T00:00:00Z,1992,7,cond_u_s,47
n2,ref,1992-07-02T00:00:00Z,1992,7,do_mg_l,9.200000000000001
n2,ref,1992-07-02T00:00:00Z,1992,7,secchi_m,4.75
n2,ref,1992-07-02T00:00:00Z,1992,7,temp_c,13.5
n2,ref,1992-07-09T00:00:00Z,1992,7,chl_ug_l,1.23
n2,ref,1992-07-09T00:00:00Z,1992,7,cond_u_s,54
n2,ref,1992-07-09T00:00:00Z,1992,7,do_mg_l,8.633333333333333
n2,ref,1992-07-09T00:00:00Z,1992,7,secchi_m,4.5
n2,ref,1992-07-09T00:00:00Z,1992,7,temp_c,16.066666666666666
n2,ref,1992-07-16T00:00:00Z,1992,7,chl_ug_l,0.9949999999999999
n2,ref,1992-07-16T00:00:00Z,1992,7,cond_u_s,53.333333333333336
n2,ref,1992-07-16T00:00:00Z,1992,7,do_mg_l,9.433333333333334
n2,ref,1992-07-16T00:00:00Z,1992,7,secchi_m,3.9
n2,ref,1992-07-16T00:00:00Z,1992,7,temp_c,13.666666666666666
n2,ref,1992-07-23T00:00:00Z,1992,7,chl_ug_l,NA
n2,ref,1992-07-23T00:00:00Z,1992,7,cond_u_s,60.666666666666664
n2,ref,1992-07-23T00:00:00Z,1992,7,do_mg_l,8.933333333333334
n2,ref,1992-07-23T00:00:00Z,1992,7,secchi_m,3.2
n2,ref,1992-07-23T00:00:00Z,1992,7,temp_c,15.566666666666666
n2,ref,1992-07-30T00:00:00Z,1992,7,chl_ug_l,0.385
n2,ref,1992-07-30T00:00:00Z,1992,7,cond_u_s,112.1
n2,ref,1992-07-30T00:00:00Z,1992,7,do_mg_l,9.833333333333334
n2,ref,1992-07-30T00:00:00Z,1992,7,secchi_m,3.5
n2,ref,1992-07-30T00:00:00Z,1992,7,temp_c,14.733333333333333
n2,ref,1992-08-06T00:00:00Z,1992,8,chl_ug_l,0.42000000000000004
n2,ref,1992-08-06T00:00:00Z,1992,8,cond_u_s,51
n2,ref,1992-08-06T00:00:00Z,1992,8,do_mg_l,9.3
n2,ref,1992-08-06T00:00:00Z,1992,8,secchi_m,5.4
n2,ref,1992-08-06T00:00:00Z,1992,8,temp_c,13.200000000000001
n2,ref,1992-08-10T00:00:00Z,1992,8,chl_ug_l,0.405
n2,ref,1992-08-10T00:00:00Z,1992,8,cond_u_s,73
n2,ref,1992-08-10T00:00:00Z,1992,8,do_mg_l,9.466666666666667
n2,ref,1992-08-10T00:00:00Z,1992,8,secchi_m,2.7
n2,ref,1992-08-10T00:00:00Z,1992,8,temp_c,12.3
n2,ref,1992-08-20T00:00:00Z,1992,8,chl_ug_l,NA
n2,ref,1992-08-20T00:00:00Z,1992,8,cond_u_s,NA
n2,ref,1992-08-20T00:00:00Z,1992,8,do_mg_l,NA
n2,ref,1992-08-20T00:00:00Z,1992,8,secchi_m,7.25
n2,ref,1992-08-20T00:00:00Z,1992,8,temp_c,NA
n2,ref,1993-06-06T00:00:00Z,1993,6,chl_ug_l,0.448323
n2,ref,1993-06-06T00:00:00Z,1993,6,cond_u_s,90.83333333333333
n2,ref,1993-06-06T00:00:00Z,1993,6,do_mg_l,9.293333333333333
n2,ref,1993-06-06T00:00:00Z,1993,6,secchi_m,NA
n2,ref,1993-06-06T00:00:00Z,1993,6,temp_c,3.716666666666667
n2,ref,1993-06-16T00:00:00Z,1993,6,chl_ug_l,1.117145
n2,ref,1993-06-16T00:00:00Z,1993,6,cond_u_s,69.35
n2,ref,1993-06-16T00:00:00Z,1993,6,do_mg_l,9.48
n2,ref,1993-06-16T00:00:00Z,1993,6,secchi_m,3.75
n2,ref,1993-06-16T00:00:00Z,1993,6,temp_c,13.23
n2,ref,1993-06-21T00:00:00Z,1993,6,chl_ug_l,1.666823
n2,ref,1993-06-21T00:00:00Z,1993,6,cond_u_s,70.65
n2,ref,1993-06-21T00:00:00Z,1993,6,do_mg_l,9.27
n2,ref,1993-06-21T00:00:00Z,1993,6,secchi_m,3
n2,ref,1993-06-21T00:00:00Z,1993,6,temp_c,11.07
n2,ref,1993-06-28T00:00:00Z,1993,6,chl_ug_l,1.119024
n2,ref,1993-06-28T00:00:00Z,1993,6,cond_u_s,74.63333333333333
n2,ref,1993-06-28T00:00:00Z,1993,6,do_mg_l,9.326666666666666
n2,ref,1993-06-28T00:00:00Z,1993,6,secchi_m,3.6
n2,ref,1993-06-28T00:00:00Z,1993,6,temp_c,12.583333333333332
n2,ref,1993-07-05T00:00:00Z,1993,7,chl_ug_l,1.2656049999999999
n2,ref,1993-07-05T00:00:00Z,1993,7,cond_u_s,78.53333333333333
n2,ref,1993-07-05T00:00:00Z,1993,7,do_mg_l,7.873333333333333
n2,ref,1993-07-05T00:00:00Z,1993,7,secchi_m,4.6
n2,ref,1993-07-05T00:00:00Z,1993,7,temp_c,16.12
n2,ref,1993-07-12T00:00:00Z,1993,7,chl_ug_l,0.3669525
n2,ref,1993-07-12T00:00:00Z,1993,7,cond_u_s,88.8
n2,ref,1993-07-12T00:00:00Z,1993,7,do_mg_l,8.126666666666667
n2,ref,1993-07-12T00:00:00Z,1993,7,secchi_m,NA
n2,ref,1993-07-12T00:00:00Z,1993,7,temp_c,16.756666666666668
n2,ref,1993-07-19T00:00:00Z,1993,7,chl_ug_l,0.820225
n2,ref,1993-07-19T00:00:00Z,1993,7,cond_u_s,91.36666666666667
n2,ref,1993-07-19T00:00:00Z,1993,7,do_mg_l,8.29
n2,ref,1993-07-19T00:00:00Z,1993,7,secchi_m,5.6
n2,ref,1993-07-19T00:00:00Z,1993,7,temp_c,18.86
n2,ref,1993-07-26T00:00:00Z,1993,7,chl_ug_l,0.47933099999999995
n2,ref,1993-07-26T00:00:00Z,1993,7,cond_u_s,93.93333333333334
n2,ref,1993-07-26T00:00:00Z,1993,7,do_mg_l,6.86
n2,ref,1993-07-26T00:00:00Z,1993,7,secchi_m,6.5
n2,ref,1993-07-26T00:00:00Z,1993,7,temp_c,16
n2,ref,1993-08-02T00:00:00Z,1993,8,chl_ug_l,0.8061309999999999
n2,ref,1993-08-02T00:00:00Z,1993,8,cond_u_s,96.76666666666667
n2,ref,1993-08-02T00:00:00Z,1993,8,do_mg_l,9.303333333333333
n2,ref,1993-08-02T00:00:00Z,1993,8,secchi_m,5.7
n2,ref,1993-08-02T00:00:00Z,1993,8,temp_c,14.013333333333334
n2,ref,1993-08-09T00:00:00Z,1993,8,chl_ug_l,0.6289185
n2,ref,1993-08-09T00:00:00Z,1993,8,cond_u_s,107.83333333333333
n2,ref,1993-08-09T00:00:00Z,1993,8,do_mg_l,9.833333333333334
n2,ref,1993-08-09T00:00:00Z,1993,8,secchi_m,6.5
n2,ref,1993-08-09T00:00:00Z,1993,8,temp_c,10.553333333333333
n2,ref,1994-06-15T00:00:00Z,1994,6,chl_ug_l,1.023183
n2,ref,1994-06-15T00:00:00Z,1994,6,cond_u_s,92.53333333333333
n2,ref,1994-06-15T00:00:00Z,1994,6,do_mg_l,9.870000000000001
n2,ref,1994-06-15T00:00:00Z,1994,6,secchi_m,4.9
n2,ref,1994-06-15T00:00:00Z,1994,6,temp_c,7.806666666666667
n2,ref,1994-06-20T00:00:00Z,1994,6,chl_ug_l,1.606687
n2,ref,1994-06-20T00:00:00Z,1994,6,cond_u_s,109.2
n2,ref,1994-06-20T00:00:00Z,1994,6,do_mg_l,10.733333333333333
n2,ref,1994-06-20T00:00:00Z,1994,6,secchi_m,4.2
n2,ref,1994-06-20T00:00:00Z,1994,6,temp_c,6.5200000000000005
n2,ref,1994-06-29T00:00:00Z,1994,6,chl_ug_l,0.661805
n2,ref,1994-06-29T00:00:00Z,1994,6,cond_u_s,123.2
n2,ref,1994-06-29T00:00:00Z,1994,6,do_mg_l,10.15
n2,ref,1994-06-29T00:00:00Z,1994,6,secchi_m,4
n2,ref,1994-06-29T00:00:00Z,1994,6,temp_c,10.336666666666666
n2,ref,1994-07-08T00:00:00Z,1994,7,chl_ug_l,0.5845685
n2,ref,1994-07-08T00:00:00Z,1994,7,cond_u_s,128.53333333333333
n2,ref,1994-07-08T00:00:00Z,1994,7,do_mg_l,9.323333333333334
n2,ref,1994-07-08T00:00:00Z,1994,7,secchi_m,4
n2,ref,1994-07-08T00:00:00Z,1994,7,temp_c,14.456666666666667
n2,ref,1994-07-18T00:00:00Z,1994,7,chl_ug_l,0.6428245
n2,ref,1994-07-18T00:00:00Z,1994,7,cond_u_s,133.36666666666665
n2,ref,1994-07-18T00:00:00Z,1994,7,do_mg_l,7.34
n2,ref,1994-07-18T00:00:00Z,1994,7,secchi_m,6
n2,ref,1994-07-18T00:00:00Z,1994,7,temp_c,15.843333333333334
n2,ref,1994-07-29T00:00:00Z,1994,7,chl_ug_l,0.515976
n2,ref,1994-07-29T00:00:00Z,1994,7,cond_u_s,139.03333333333333
n2,ref,1994-07-29T00:00:00Z,1994,7,do_mg_l,7.973333333333333
n2,ref,1994-07-29T00:00:00Z,1994,7,secchi_m,5.2
n2,ref,1994-07-29T00:00:00Z,1994,7,temp_c,15.9
n2,ref,1994-08-08T00:00:00Z,1994,8,chl_ug_l,0.827742
n2,ref,1994-08-08T00:00:00Z,1994,8,cond_u_s,143.14999999999998
n2,ref,1994-08-08T00:00:00Z,1994,8,do_mg_l,8.586666666666666
n2,ref,1994-08-08T00:00:00Z,1994,8,secchi_m,4
n2,ref,1994-08-08T00:00:00Z,1994,8,temp_c,16.496666666666666
n2,ref,1994-08-15T00:00:00Z,1994,8,chl_ug_l,0.6689465
n2,ref,1994-08-15T00:00:00Z,1994,8,cond_u_s,143.33333333333334
n2,ref,1994-08-15T00:00:00Z,1994,8,do_mg_l,8.78
n2,ref,1994-08-15T00:00:00Z,1994,8,secchi_m,4.7
n2,ref,1994-08-15T00:00:00Z,1994,8,temp_c,13.783333333333333
n2,ref,1994-08-22T00:00:00Z,1994,8,chl_ug_l,1.776758
n2,ref,1994-08-22T00:00:00Z,1994,8,cond_u_s,146.6
n2,ref,1994-08-22T00:00:00Z,1994,8,do_mg_l,9.11
n2,ref,1994-08-22T00:00:00Z,1994,8,secchi_m,4.4
n2,ref,1994-08-22T00:00:00Z,1994,8,temp_c,9.413333333333334
n2,ref,1995-06-14T00:00:00Z,1995,6,chl_ug_l,1.372395
n2,ref,1995-06-14T00:00:00Z,1995,6,cond_u_s,96.33333333333333
n2,ref,1995-06-14T00:00:00Z,1995,6,do_mg_l,10.94
n2,ref,1995-06-14T00:00:00Z,1995,6,secchi_m,4.8
n2,ref,1995-06-14T00:00:00Z,1995,6,temp_c,9.223333333333333
n2,ref,1995-06-21T00:00:00Z,1995,6,chl_ug_l,0.90653
n2,ref,1995-06-21T00:00:00Z,1995,6,cond_u_s,100.9
n2,ref,1995-06-21T00:00:00Z,1995,6,do_mg_l,9.790000000000001
n2,ref,1995-06-21T00:00:00Z,1995,6,secchi_m,5
n2,ref,1995-06-21T00:00:00Z,1995,6,temp_c,13.07
n2,ref,1995-06-28T00:00:00Z,1995,6,chl_ug_l,1.06213
n2,ref,1995-06-28T00:00:00Z,1995,6,cond_u_s,112.05
n2,ref,1995-06-28T00:00:00Z,1995,6,do_mg_l,10.27
n2,ref,1995-06-28T00:00:00Z,1995,6,secchi_m,5.4
n2,ref,1995-06-28T00:00:00Z,1995,6,temp_c,9.446666666666667
n2,ref,1995-07-05T00:00:00Z,1995,7,chl_ug_l,0.83085
n2,ref,1995-07-05T00:00:00Z,1995,7,cond_u_s,119.6
n2,ref,1995-07-05T00:00:00Z,1995,7,do_mg_l,9.453333333333333
n2,ref,1995-07-05T00:00:00Z,1995,7,secchi_m,5.6
n2,ref,1995-07-05T00:00:00Z,1995,7,temp_c,13.673333333333334
n2,ref,1995-07-17T00:00:00Z,1995,7,chl_ug_l,0.609565
n2,ref,1995-07-17T00:00:00Z,1995,7,cond_u_s,128.4
n2,ref,1995-07-17T00:00:00Z,1995,7,do_mg_l,8.85
n2,ref,1995-07-17T00:00:00Z,1995,7,secchi_m,6.35
n2,ref,1995-07-17T00:00:00Z,1995,7,temp_c,17.383333333333333
n2,ref,1995-07-26T00:00:00Z,1995,7,chl_ug_l,0.96193
n2,ref,1995-07-26T00:00:00Z,1995,7,cond_u_s,139.03333333333333
n2,ref,1995-07-26T00:00:00Z,1995,7,do_mg_l,9.576666666666666
n2,ref,1995-07-26T00:00:00Z,1995,7,secchi_m,6.1
n2,ref,1995-07-26T00:00:00Z,1995,7,temp_c,10.743333333333334
n2,ref,1995-08-08T00:00:00Z,1995,8,chl_ug_l,0.93226
n2,ref,1995-08-08T00:00:00Z,1995,8,cond_u_s,154
n2,ref,1995-08-08T00:00:00Z,1995,8,do_mg_l,9.6
n2,ref,1995-08-08T00:00:00Z,1995,8,secchi_m,6.2
n2,ref,1995-08-08T00:00:00Z,1995,8,temp_c,10.666666666666668
n2,ref,1995-08-14T00:00:00Z,1995,8,chl_ug_l,1.175045
n2,ref,1995-08-14T00:00:00Z,1995,8,cond_u_s,159.33333333333334
n2,ref,1995-08-14T00:00:00Z,1995,8,do_mg_l,9.966666666666667
n2,ref,1995-08-14T00:00:00Z,1995,8,secchi_m,4.8
n2,ref,1995-08-14T00:00:00Z,1995,8,temp_c,11.863333333333333
n2,ref,1996-06-14T00:00:00Z,1996,6,chl_ug_l,0.1598518665
n2,ref,1996-06-14T00:00:00Z,1996,6,cond_u_s,88.13333333333334
n2,ref,1996-06-14T00:00:00Z,1996,6,do_mg_l,8.416666666666666
n2,ref,1996-06-14T00:00:00Z,1996,6,secchi_m,2.5
n2,ref,1996-06-14T00:00:00Z,1996,6,temp_c,6.64
n2,ref,1996-06-21T00:00:00Z,1996,6,chl_ug_l,0.362406
n2,ref,1996-06-21T00:00:00Z,1996,6,cond_u_s,95.2
n2,ref,1996-06-21T00:00:00Z,1996,6,do_mg_l,9.02
n2,ref,1996-06-21T00:00:00Z,1996,6,secchi_m,3.8
n2,ref,1996-06-21T00:00:00Z,1996,6,temp_c,12.486666666666666
n2,ref,1996-06-28T00:00:00Z,1996,6,chl_ug_l,0.3108185335
n2,ref,1996-06-28T00:00:00Z,1996,6,cond_u_s,98.23333333333333
n2,ref,1996-06-28T00:00:00Z,1996,6,do_mg_l,8.703333333333333
n2,ref,1996-06-28T00:00:00Z,1996,6,secchi_m,4
n2,ref,1996-06-28T00:00:00Z,1996,6,temp_c,11.076666666666666
n2,ref,1996-07-08T00:00:00Z,1996,7,chl_ug_l,0.3081442665
n2,ref,1996-07-08T00:00:00Z,1996,7,cond_u_s,104.13333333333334
n2,ref,1996-07-08T00:00:00Z,1996,7,do_mg_l,8.936666666666667
n2,ref,1996-07-08T00:00:00Z,1996,7,secchi_m,3.9
n2,ref,1996-07-08T00:00:00Z,1996,7,temp_c,14.26
n2,ref,1996-07-17T00:00:00Z,1996,7,chl_ug_l,0.2625954665
n2,ref,1996-07-17T00:00:00Z,1996,7,cond_u_s,109.35
n2,ref,1996-07-17T00:00:00Z,1996,7,do_mg_l,9.036666666666667
n2,ref,1996-07-17T00:00:00Z,1996,7,secchi_m,3.3
n2,ref,1996-07-17T00:00:00Z,1996,7,temp_c,13.049999999999999
n2,ref,1996-07-26T00:00:00Z,1996,7,chl_ug_l,0.19806800000000002
n2,ref,1996-07-26T00:00:00Z,1996,7,cond_u_s,116.73333333333333
n2,ref,1996-07-26T00:00:00Z,1996,7,do_mg_l,8.756666666666668
n2,ref,1996-07-26T00:00:00Z,1996,7,secchi_m,3.3
n2,ref,1996-07-26T00:00:00Z,1996,7,temp_c,14.33
n2,ref,1996-08-12T00:00:00Z,1996,8,chl_ug_l,0.2088513335
n2,ref,1996-08-12T00:00:00Z,1996,8,cond_u_s,134.13333333333333
n2,ref,1996-08-12T00:00:00Z,1996,8,do_mg_l,8.743333333333334
n2,ref,1996-08-12T00:00:00Z,1996,8,secchi_m,4
n2,ref,1996-08-12T00:00:00Z,1996,8,temp_c,9.493333333333334
n2,ref,1997-06-18T00:00:00Z,1997,6,chl_ug_l,0.35
n2,ref,1997-06-18T00:00:00Z,1997,6,cond_u_s,81.03333333333333
n2,ref,1997-06-18T00:00:00Z,1997,6,do_mg_l,6.0633333333333335
n2,ref,1997-06-18T00:00:00Z,1997,6,secchi_m,3.5
n2,ref,1997-06-18T00:00:00Z,1997,6,temp_c,10.456666666666667
n2,ref,1997-07-18T00:00:00Z,1997,7,chl_ug_l,0.05
n2,ref,1997-07-18T00:00:00Z,1997,7,cond_u_s,112.03333333333333
n2,ref,1997-07-18T00:00:00Z,1997,7,do_mg_l,9.226666666666667
n2,ref,1997-07-18T00:00:00Z,1997,7,secchi_m,6.2
n2,ref,1997-07-18T00:00:00Z,1997,7,temp_c,15.003333333333334
n2,ref,1997-08-04T00:00:00Z,1997,8,chl_ug_l,0.16499999999999998
n2,ref,1997-08-04T00:00:00Z,1997,8,cond_u_s,154.66666666666666
n2,ref,1997-08-04T00:00:00Z,1997,8,do_mg_l,9.316666666666666
n2,ref,1997-08-04T00:00:00Z,1997,8,secchi_m,3.6
n2,ref,1997-08-04T00:00:00Z,1997,8,temp_c,15.03
n2,ref,1997-08-13T00:00:00Z,1997,8,chl_ug_l,NA
n2,ref,1997-08-13T00:00:00Z,1997,8,cond_u_s,155
n2,ref,1997-08-13T00:00:00Z,1997,8,do_mg_l,8.873333333333333
n2,ref,1997-08-13T00:00:00Z,1997,8,secchi_m,NA
n2,ref,1997-08-13T00:00:00Z,1997,8,temp_c,13.333333333333334
n2,ref,1998-06-19T00:00:00Z,1998,6,chl_ug_l,0.8816666666666667
n2,ref,1998-06-19T00:00:00Z,1998,6,cond_u_s,129.325
n2,ref,1998-06-19T00:00:00Z,1998,6,do_mg_l,8.6425
n2,ref,1998-06-19T00:00:00Z,1998,6,secchi_m,4.4
n2,ref,1998-06-19T00:00:00Z,1998,6,temp_c,13.385
n2,ref,1998-07-17T00:00:00Z,1998,7,chl_ug_l,0.6666666666666667
n2,ref,1998-07-17T00:00:00Z,1998,7,cond_u_s,139.5
n2,ref,1998-07-17T00:00:00Z,1998,7,do_mg_l,8.092500000000001
n2,ref,1998-07-17T00:00:00Z,1998,7,secchi_m,5.4
n2,ref,1998-07-17T00:00:00Z,1998,7,temp_c,17.552500000000002
n2,ref,1998-08-07T00:00:00Z,1998,8,chl_ug_l,0.7733333333333332
n2,ref,1998-08-07T00:00:00Z,1998,8,cond_u_s,155.5
n2,ref,1998-08-07T00:00:00Z,1998,8,do_mg_l,8.905000000000001
n2,ref,1998-08-07T00:00:00Z,1998,8,secchi_m,6.6
n2,ref,1998-08-07T00:00:00Z,1998,8,temp_c,13.42
n2,ref,1999-05-08T00:00:00Z,1999,5,chl_ug_l,4.205
n2,ref,1999-05-08T00:00:00Z,1999,5,cond_u_s,249
n2,ref,1999-05-08T00:00:00Z,1999,5,do_mg_l,9.093333333333334
n2,ref,1999-05-08T00:00:00Z,1999,5,secchi_m,NA
n2,ref,1999-05-08T00:00:00Z,1999,5,temp_c,0.7566666666666666
n2,ref,1999-06-28T00:00:00Z,1999,6,chl_ug_l,0.9116666666666666
n2,ref,1999-06-28T00:00:00Z,1999,6,cond_u_s,111.16666666666667
n2,ref,1999-06-28T00:00:00Z,1999,6,do_mg_l,9.39
n2,ref,1999-06-28T00:00:00Z,1999,6,secchi_m,4.5
n2,ref,1999-06-28T00:00:00Z,1999,6,temp_c,14.91
n2,ref,1999-07-16T00:00:00Z,1999,7,chl_ug_l,0.8366666666666667
n2,ref,1999-07-16T00:00:00Z,1999,7,cond_u_s,136.2
n2,ref,1999-07-16T00:00:00Z,1999,7,do_mg_l,8.953333333333333
n2,ref,1999-07-16T00:00:00Z,1999,7,secchi_m,5.9
n2,ref,1999-07-16T00:00:00Z,1999,7,temp_c,17.14666666666667
n2,ref,1999-08-09T00:00:00Z,1999,8,chl_ug_l,0.605
n2,ref,1999-08-09T00:00:00Z,1999,8,cond_u_s,160.66666666666666
n2,ref,1999-08-09T00:00:00Z,1999,8,do_mg_l,9.58
n2,ref,1999-08-09T00:00:00Z,1999,8,secchi_m,5.9
n2,ref,1999-08-09T00:00:00Z,1999,8,temp_c,14.92
