site,treatment,date,year,month,depth_m,variable,value
n2,fert,1992-06-25T00:00:00Z,1992,6,5,chl_ug_l,0.020624
n2,fert,1992-06-25T00:00:00Z,1992,6,5,secchi_m,4.3
n2,fert,1992-06-25T00:00:00Z,1992,6,6,temp_c,3.8
n2,fert,1992-06-25T00:00:00Z,1992,6,6,cond_u_s,110
n2,fert,1992-06-25T00:00:00Z,1992,6,6,do_mg_l,5.6
n2,fert,1992-06-25T00:00:00Z,1992,6,6,chl_ug_l,NA
n2,fert,1992-06-25T00:00:00Z,1992,6,6,secchi_m,4.3
n2,fert,1992-06-25T00:00:00Z,1992,6,7,temp_c,3.5
n2,fert,1992-06-25T00:00:00Z,1992,6,7,cond_u_s,115
n2,fert,1992-06-25T00:00:00Z,1992,6,7,do_mg_l,3
n2,fert,1992-06-25T00:00:00Z,1992,6,7,chl_ug_l,NA
n2,fert,1992-06-25T00:00:00Z,1992,6,7,secchi_m,4.3
n2,fert,1992-06-25T00:00:00Z,1992,6,8,temp_c,3.2
n2,fert,1992-06-25T00:00:00Z,1992,6,8,cond_u_s,123
n2,fert,1992-06-25T00:00:00Z,1992,6,8,do_mg_l,0.5
n2,fert,1992-06-25T00:00:00Z,1992,6,8,chl_ug_l,0.020888
n2,fert,1992-06-25T00:00:00Z,1992,6,8,secchi_m,4.3
n2,fert,1992-07-02T00:00:00Z,1992,7,0,temp_c,14.2
n2,fert,1992-07-02T00:00:00Z,1992,7,0,cond_u_s,90
n2,fert,1992-07-02T00:00:00Z,1992,7,0,do_mg_l,9.4
n2,fert,1992-07-02T00:00:00Z,1992,7,0,chl_ug_l,0.622341
n2,fert,1992-07-02T00:00:00Z,1992,7,0,secchi_m,4.2
n2,fert,1992-07-02T00:00:00Z,1992,7,1,temp_c,14.2
n2,fert,1992-07-02T00:00:00Z,1992,7,1,cond_u_s,82
n2,fert,1992-07-02T00:00:00Z,1992,7,1,do_mg_l,9.5
n2,fert,1992-07-02T00:00:00Z,1992,7,1,chl_ug_l,1.210167
n2,fert,1992-07-02T00:00:00Z,1992,7,1,secchi_m,4.2
n2,fert,1992-07-02T00:00:00Z,1992,7,2,temp_c,12.9
n2,fert,1992-07-02T00:00:00Z,1992,7,2,cond_u_s,85
n2,fert,1992-07-02T00:00:00Z,1992,7,2,do_mg_l,10.2
n2,fert,1992-07-02T00:00:00Z,1992,7,2,chl_ug_l,NA
n2,fert,1992-07-02T00:00:00Z,1992,7,2,secchi_m,4.2
n2,fert,1992-07-02T00:00:00Z,1992,7,3,temp_c,7.8
n2,fert,1992-07-02T00:00:00Z,1992,7,3,cond_u_s,89
n2,fert,1992-07-02T00:00:00Z,1992,7,3,do_mg_l,11.6
n2,fert,1992-07-02T00:00:00Z,1992,7,3,chl_ug_l,3.314916
n2,fert,1992-07-02T00:00:00Z,1992,7,3,secchi_m,4.2
n2,fert,1992-07-02T00:00:00Z,1992,7,4,temp_c,5
n2,fert,1992-07-02T00:00:00Z,1992,7,4,cond_u_s,102
n2,fert,1992-07-02T00:00:00Z,1992,7,4,do_mg_l,10.6
n2,fert,1992-07-02T00:00:00Z,1992,7,4,chl_ug_l,NA
n2,fert,1992-07-02T00:00:00Z,1992,7,4,secchi_m,4.2
n2,fert,1992-07-02T00:00:00Z,1992,7,5,temp_c,4.3
n2,fert,1992-07-02T00:00:00Z,1992,7,5,cond_u_s,100
n2,fert,1992-07-02T00:00:00Z,1992,7,5,do_mg_l,7.2
n2,fert,1992-07-02T00:00:00Z,1992,7,5,chl_ug_l,8.229129
n2,fert,1992-07-02T00:00:00Z,1992,7,5,secchi_m,4.2
n2,fert,1992-07-02T00:00:00Z,1992,7,6,temp_c,3.8
n2,fert,1992-07-02T00:00:00Z,1992,7,6,cond_u_s,100
n2,fert,1992-07-02T00:00:00Z,1992,7,6,do_mg_l,4.6
n2,fert,1992-07-02T00:00:00Z,1992,7,6,chl_ug_l,9.454393
n2,fert,1992-07-02T00:00:00Z,1992,7,6,secchi_m,4.2
n2,fert,1992-07-02T00:00:00Z,1992,7,7,temp_c,3.2
n2,fert,1992-07-02T00:00:00Z,1992,7,7,cond_u_s,100
n2,fert,1992-07-02T00:00:00Z,1992,7,7,do_mg_l,2.5
n2,fert,1992-07-02T00:00:00Z,1992,7,7,chl_ug_l,NA
n2,fert,1992-07-02T00:00:00Z,1992,7,7,secchi_m,4.2
n2,fert,1992-07-02T00:00:00Z,1992,7,8,temp_c,3
n2,fert,1992-07-02T00:00:00Z,1992,7,8,cond_u_s,105
n2,fert,1992-07-02T00:00:00Z,1992,7,8,do_mg_l,0.9
n2,fert,1992-07-02T00:00:00Z,1992,7,8,chl_ug_l,NA
n2,fert,1992-07-02T00:00:00Z,1992,7,8,secchi_m,4.2
n2,fert,1992-07-09T00:00:00Z,1992,7,0,temp_c,16.3
n2,fert,1992-07-09T00:00:00Z,1992,7,0,cond_u_s,95
n2,fert,1992-07-09T00:00:00Z,1992,7,0,do_mg_l,8.9
n2,fert,1992-07-09T00:00:00Z,1992,7,0,chl_ug_l,1.991931
n2,fert,1992-07-09T00:00:00Z,1992,7,0,secchi_m,3.9
n2,fert,1992-07-09T00:00:00Z,1992,7,1,temp_c,16.3
n2,fert,1992-07-09T00:00:00Z,1992,7,1,cond_u_s,99
n2,fert,1992-07-09T00:00:00Z,1992,7,1,do_mg_l,9.9
n2,fert,1992-07-09T00:00:00Z,1992,7,1,chl_ug_l,2.153546
n2,fert,1992-07-09T00:00:00Z,1992,7,1,secchi_m,3.9
n2,fert,1992-07-09T00:00:00Z,1992,7,2,temp_c,16.1
n2,fert,1992-07-09T00:00:00Z,1992,7,2,cond_u_s,99
n2,fert,1992-07-09T00:00:00Z,1992,7,2,do_mg_l,8.8
n2,fert,1992-07-09T00:00:00Z,1992,7,2,chl_ug_l,NA
n2,fert,1992-07-09T00:00:00Z,1992,7,2,secchi_m,3.9
n2,fert,1992-07-09T00:00:00Z,1992,7,3,temp_c,9.3
n2,fert,1992-07-09T00:00:00Z,1992,7,3,cond_u_s,110
n2,fert,1992-07-09T00:00:00Z,1992,7,3,do_mg_l,12.6
n2,fert,1992-07-09T00:00:00Z,1992,7,3,chl_ug_l,2.114082
n2,fert,1992-07-09T00:00:00Z,1992,7,3,secchi_m,3.9
n2,fert,1992-07-09T00:00:00Z,1992,7,4,temp_c,6.3
n2,fert,1992-07-09T00:00:00Z,1992,7,4,cond_u_s,118
n2,fert,1992-07-09T00:00:00Z,1992,7,4,do_mg_l,10.8
n2,fert,1992-07-09T00:00:00Z,1992,7,4,chl_ug_l,NA
n2,fert,1992-07-09T00:00:00Z,1992,7,4,secchi_m,3.9
n2,fert,1992-07-09T00:00:00Z,1992,7,5,temp_c,4.5
n2,fert,1992-07-09T00:00:00Z,1992,7,5,cond_u_s,113
n2,fert,1992-07-09T00:00:00Z,1992,7,5,do_mg_l,8.6
n2,fert,1992-07-09T00:00:00Z,1992,7,5,chl_ug_l,7.725492
n2,fert,1992-07-09T00:00:00Z,1992,7,5,secchi_m,3.9
n2,fert,1992-07-09T00:00:00Z,1992,7,6,temp_c,3.9
n2,fert,1992-07-09T00:00:00Z,1992,7,6,cond_u_s,111
n2,fert,1992-07-09T00:00:00Z,1992,7,6,do_mg_l,4.9
n2,fert,1992-07-09T00:00:00Z,1992,7,6,chl_ug_l,NA
n2,fert,1992-07-09T00:00:00Z,1992,7,6,secchi_m,3.9
n2,fert,1992-07-09T00:00:00Z,1992,7,7,temp_c,3.6
n2,fert,1992-07-09T00:00:00Z,1992,7,7,cond_u_s,112
n2,fert,1992-07-09T00:00:00Z,1992,7,7,do_mg_l,1.6
n2,fert,1992-07-09T00:00:00Z,1992,7,7,chl_ug_l,NA
n2,fert,1992-07-09T00:00:00Z,1992,7,7,secchi_m,3.9
n2,fert,1992-07-09T00:00:00Z,1992,7,8,temp_c,3
n2,fert,1992-07-09T00:00:00Z,1992,7,8,cond_u_s,127
n2,fert,1992-07-09T00:00:00Z,1992,7,8,do_mg_l,0.6
n2,fert,1992-07-09T00:00:00Z,1992,7,8,chl_ug_l,13.2918
n2,fert,1992-07-09T00:00:00Z,1992,7,8,secchi_m,3.9
n2,fert,1992-07-16T00:00:00Z,1992,7,0,temp_c,13.8
n2,fert,1992-07-16T00:00:00Z,1992,7,0,cond_u_s,94
n2,fert,1992-07-16T00:00:00Z,1992,7,0,do_mg_l,9.6
n2,fert,1992-07-16T00:00:00Z,1992,7,0,chl_ug_l,1.039156
n2,fert,1992-07-16T00:00:00Z,1992,7,0,secchi_m,4.8
n2,fert,1992-07-16T00:00:00Z,1992,7,1,temp_c,13.7
n2,fert,1992-07-16T00:00:00Z,1992,7,1,cond_u_s,94
n2,fert,1992-07-16T00:00:00Z,1992,7,1,do_mg_l,9.7
n2,fert,1992-07-16T00:00:00Z,1992,7,1,chl_ug_l,0.617831
n2,fert,1992-07-16T00:00:00Z,1992,7,1,secchi_m,4.8
n2,fert,1992-07-16T00:00:00Z,1992,7,2,temp_c,13
n2,fert,1992-07-16T00:00:00Z,1992,7,2,cond_u_s,94
n2,fert,1992-07-16T00:00:00Z,1992,7,2,do_mg_l,9.8
n2,fert,1992-07-16T00:00:00Z,1992,7,2,chl_ug_l,NA
n2,fert,1992-07-16T00:00:00Z,1992,7,2,secchi_m,4.8
n2,fert,1992-07-16T00:00:00Z,1992,7,3,temp_c,12
n2,fert,1992-07-16T00:00:00Z,1992,7,3,cond_u_s,93
n2,fert,1992-07-16T00:00:00Z,1992,7,3,do_mg_l,10.2
n2,fert,1992-07-16T00:00:00Z,1992,7,3,chl_ug_l,1.425904
n2,fert,1992-07-16T00:00:00Z,1992,7,3,secchi_m,4.8
n2,fert,1992-07-16T00:00:00Z,1992,7,4,temp_c,7.1
n2,fert,1992-07-16T00:00:00Z,1992,7,4,cond_u_s,119
n2,fert,1992-07-16T00:00:00Z,1992,7,4,do_mg_l,11.4
n2,fert,1992-07-16T00:00:00Z,1992,7,4,chl_ug_l,NA
n2,fert,1992-07-16T00:00:00Z,1992,7,4,secchi_m,4.8
n2,fert,1992-07-16T00:00:00Z,1992,7,5,temp_c,5.1
n2,fert,1992-07-16T00:00:00Z,1992,7,5,cond_u_s,116
n2,fert,1992-07-16T00:00:00Z,1992,7,5,do_mg_l,10.5
n2,fert,1992-07-16T00:00:00Z,1992,7,5,chl_ug_l,2.177976
n2,fert,1992-07-16T00:00:00Z,1992,7,5,secchi_m,4.8
n2,fert,1992-07-16T00:00:00Z,1992,7,6,temp_c,4.2
n2,fert,1992-07-16T00:00:00Z,1992,7,6,cond_u_s,111
n2,fert,1992-07-16T00:00:00Z,1992,7,6,do_mg_l,5.2
n2,fert,1992-07-16T00:00:00Z,1992,7,6,chl_ug_l,NA
n2,fert,1992-07-16T00:00:00Z,1992,7,6,secchi_m,4.8
n2,fert,1992-07-16T00:00:00Z,1992,7,7,temp_c,3.6
n2,fert,1992-07-16T00:00:00Z,1992,7,7,cond_u_s,115
n2,fert,1992-07-16T00:00:00Z,1992,7,7,do_mg_l,1.7
n2,fert,1992-07-16T00:00:00Z,1992,7,7,chl_ug_l,NA
n2,fert,1992-07-16T00:00:00Z,1992,7,7,secchi_m,4.8
n2,fert,1992-07-16T00:00:00Z,1992,7,8,temp_c,3.3
n2,fert,1992-07-16T00:00:00Z,1992,7,8,cond_u_s,125
n2,fert,1992-07-16T00:00:00Z,1992,7,8,do_mg_l,1.6
n2,fert,1992-07-16T00:00:00Z,1992,7,8,chl_ug_l,5.224224
n2,fert,1992-07-16T00:00:00Z,1992,7,8,secchi_m,4.8
n2,fert,1992-07-23T00:00:00Z,1992,7,0,temp_c,15.4
n2,fert,1992-07-23T00:00:00Z,1992,7,0,cond_u_s,255
n2,fert,1992-07-23T00:00:00Z,1992,7,0,do_mg_l,9.4
n2,fert,1992-07-23T00:00:00Z,1992,7,0,chl_ug_l,NA
n2,fert,1992-07-23T00:00:00Z,1992,7,0,secchi_m,4.8
n2,fert,1992-07-23T00:00:00Z,1992,7,1,temp_c,15.3
n2,fert,1992-07-23T00:00:00Z,1992,7,1,cond_u_s,260
n2,fert,1992-07-23T00:00:00Z,1992,7,1,do_mg_l,9.2
n2,fert,1992-07-23T00:00:00Z,1992,7,1,chl_ug_l,NA
n2,fert,1992-07-23T00:00:00Z,1992,7,1,secchi_m,4.8
n2,fert,1992-07-23T00:00:00Z,1992,7,2,temp_c,15.3
n2,fert,1992-07-23T00:00:00Z,1992,7,2,cond_u_s,260
n2,fert,1992-07-23T00:00:00Z,1992,7,2,do_mg_l,9.2
n2,fert,1992-07-23T00:00:00Z,1992,7,2,chl_ug_l,NA
n2,fert,1992-07-23T00:00:00Z,1992,7,2,secchi_m,4.8
n2,fert,1992-07-23T00:00:00Z,1992,7,3,temp_c,12.5
n2,fert,1992-07-23T00:00:00Z,1992,7,3,cond_u_s,260
n2,fert,1992-07-23T00:00:00Z,1992,7,3,do_mg_l,11.2
n2,fert,1992-07-23T00:00:00Z,1992,7,3,chl_ug_l,NA
n2,fert,1992-07-23T00:00:00Z,1992,7,3,secchi_m,4.8
n2,fert,1992-07-23T00:00:00Z,1992,7,4,temp_c,7.6
n2,fert,1992-07-23T00:00:00Z,1992,7,4,cond_u_s,285
n2,fert,1992-07-23T00:00:00Z,1992,7,4,do_mg_l,11.9
n2,fert,1992-07-23T00:00:00Z,1992,7,4,chl_ug_l,NA
n2,fert,1992-07-23T00:00:00Z,1992,7,4,secchi_m,4.8
n2,fert,1992-07-23T00:00:00Z,1992,7,5,temp_c,5.4
n2,fert,1992-07-23T00:00:00Z,1992,7,5,cond_u_s,280
n2,fert,1992-07-23T00:00:00Z,1992,7,5,do_mg_l,8.1
n2,fert,1992-07-23T00:00:00Z,1992,7,5,chl_ug_l,NA
n2,fert,1992-07-23T00:00:00Z,1992,7,5,secchi_m,4.8
n2,fert,1992-07-23T00:00:00Z,1992,7,6,temp_c,4.3
n2,fert,1992-07-23T00:00:00Z,1992,7,6,cond_u_s,280
n2,fert,1992-07-23T00:00:00Z,1992,7,6,do_mg_l,2.4
n2,fert,1992-07-23T00:00:00Z,1992,7,6,chl_ug_l,NA
n2,fert,1992-07-23T00:00:00Z,1992,7,6,secchi_m,4.8
n2,fert,1992-07-23T00:00:00Z,1992,7,7,temp_c,3.7
n2,fert,1992-07-23T00:00:00Z,1992,7,7,cond_u_s,285
n2,fert,1992-07-23T00:00:00Z,1992,7,7,do_mg_l,0.9
n2,fert,1992-07-23T00:00:00Z,1992,7,7,chl_ug_l,NA
n2,fert,1992-07-23T00:00:00Z,1992,7,7,secchi_m,4.8
n2,fert,1992-07-23T00:00:00Z,1992,7,8,temp_c,3.3
n2,fert,1992-07-23T00:00:00Z,1992,7,8,cond_u_s,295
n2,fert,1992-07-23T00:00:00Z,1992,7,8,do_mg_l,0.8
n2,fert,1992-07-23T00:00:00Z,1992,7,8,chl_ug_l,NA
n2,fert,1992-07-23T00:00:00Z,1992,7,8,secchi_m,4.8
n2,fert,1992-07-30T00:00:00Z,1992,7,0,temp_c,14.5
n2,fert,1992-07-30T00:00:00Z,1992,7,0,cond_u_s,186
n2,fert,1992-07-30T00:00:00Z,1992,7,0,do_mg_l,10.2
n2,fert,1992-07-30T00:00:00Z,1992,7,0,chl_ug_l,0.447228
n2,fert,1992-07-30T00:00:00Z,1992,7,0,secchi_m,4.5
n2,fert,1992-07-30T00:00:00Z,1992,7,1,temp_c,14.5
n2,fert,1992-07-30T00:00:00Z,1992,7,1,cond_u_s,192
n2,fert,1992-07-30T00:00:00Z,1992,7,1,do_mg_l,10.2
n2,fert,1992-07-30T00:00:00Z,1992,7,1,chl_ug_l,0.476356
n2,fert,1992-07-30T00:00:00Z,1992,7,1,secchi_m,4.5
n2,fert,1992-07-30T00:00:00Z,1992,7,2,temp_c,14.5
n2,fert,1992-07-30T00:00:00Z,1992,7,2,cond_u_s,NA
n2,fert,1992-07-30T00:00:00Z,1992,7,2,do_mg_l,10.3
n2,fert,1992-07-30T00:00:00Z,1992,7,2,chl_ug_l,NA
n2,fert,1992-07-30T00:00:00Z,1992,7,2,secchi_m,4.5
n2,fert,1992-07-30T00:00:00Z,1992,7,3,temp_c,14.5
n2,fert,1992-07-30T00:00:00Z,1992,7,3,cond_u_s,200
n2,fert,1992-07-30T00:00:00Z,1992,7,3,do_mg_l,10.3
n2,fert,1992-07-30T00:00:00Z,1992,7,3,chl_ug_l,NA
n2,fert,1992-07-30T00:00:00Z,1992,7,3,secchi_m,4.5
n2,fert,1992-07-30T00:00:00Z,1992,7,4,temp_c,8.5
n2,fert,1992-07-30T00:00:00Z,1992,7,4,cond_u_s,NA
n2,fert,1992-07-30T00:00:00Z,1992,7,4,do_mg_l,11.6
n2,fert,1992-07-30T00:00:00Z,1992,7,4,chl_ug_l,NA
n2,fert,1992-07-30T00:00:00Z,1992,7,4,secchi_m,4.5
n2,fert,1992-07-30T00:00:00Z,1992,7,5,temp_c,6.3
n2,fert,1992-07-30T00:00:00Z,1992,7,5,cond_u_s,272
n2,fert,1992-07-30T00:00:00Z,1992,7,5,do_mg_l,12.7
n2,fert,1992-07-30T00:00:00Z,1992,7,5,chl_ug_l,2.768089
n2,fert,1992-07-30T00:00:00Z,1992,7,5,secchi_m,4.5
n2,fert,1992-07-30T00:00:00Z,1992,7,6,temp_c,4.7
n2,fert,1992-07-30T00:00:00Z,1992,7,6,cond_u_s,NA
n2,fert,1992-07-30T00:00:00Z,1992,7,6,do_mg_l,3.8
n2,fert,1992-07-30T00:00:00Z,1992,7,6,chl_ug_l,NA
n2,fert,1992-07-30T00:00:00Z,1992,7,6,secchi_m,4.5
n2,fert,1992-07-30T00:00:00Z,1992,7,7,temp_c,3.9
n2,fert,1992-07-30T00:00:00Z,1992,7,7,cond_u_s,NA
n2,fert,1992-07-30T00:00:00Z,1992,7,7,do_mg_l,1.5
n2,fert,1992-07-30T00:00:00Z,1992,7,7,chl_ug_l,NA
n2,fert,1992-07-30T00:00:00Z,1992,7,7,secchi_m,4.5
n2,fert,1992-07-30T00:00:00Z,1992,7,8,temp_c,3.5
n2,fert,1992-07-30T00:00:00Z,1992,7,8,cond_u_s,306
n2,fert,1992-07-30T00:00:00Z,1992,7,8,do_mg_l,1.4
n2,fert,1992-07-30T00:00:00Z,1992,7,8,chl_ug_l,2.063374
n2,fert,1992-07-30T00:00:00Z,1992,7,8,secchi_m,4.5
n2,fert,1992-08-06T00:00:00Z,1992,8,0,temp_c,13.1
n2,fert,1992-08-06T00:00:00Z,1992,8,0,cond_u_s,151
n2,fert,1992-08-06T00:00:00Z,1992,8,0,do_mg_l,10.1
n2,fert,1992-08-06T00:00:00Z,1992,8,0,chl_ug_l,0.780793
n2,fert,1992-08-06T00:00:00Z,1992,8,0,secchi_m,6.7
n2,fert,1992-08-06T00:00:00Z,1992,8,1,temp_c,13.1
n2,fert,1992-08-06T00:00:00Z,1992,8,1,cond_u_s,155
n2,fert,1992-08-06T00:00:00Z,1992,8,1,do_mg_l,9.5
n2,fert,1992-08-06T00:00:00Z,1992,8,1,chl_ug_l,0.331278
n2,fert,1992-08-06T00:00:00Z,1992,8,1,secchi_m,6.7
n2,fert,1992-08-06T00:00:00Z,1992,8,2,temp_c,12.6
n2,fert,1992-08-06T00:00:00Z,1992,8,2,cond_u_s,157
n2,fert,1992-08-06T00:00:00Z,1992,8,2,do_mg_l,9.5
n2,fert,1992-08-06T00:00:00Z,1992,8,2,chl_ug_l,NA
n2,fert,1992-08-06T00:00:00Z,1992,8,2,secchi_m,6.7
n2,fert,1992-08-06T00:00:00Z,1992,8,3,temp_c,12.4
n2,fert,1992-08-06T00:00:00Z,1992,8,3,cond_u_s,159
n2,fert,1992-08-06T00:00:00Z,1992,8,3,do_mg_l,9.4
n2,fert,1992-08-06T00:00:00Z,1992,8,3,chl_ug_l,0.506236
n2,fert,1992-08-06T00:00:00Z,1992,8,3,secchi_m,6.7
n2,fert,1992-08-06T00:00:00Z,1992,8,4,temp_c,10
n2,fert,1992-08-06T00:00:00Z,1992,8,4,cond_u_s,179
n2,fert,1992-08-06T00:00:00Z,1992,8,4,do_mg_l,9.2
n2,fert,1992-08-06T00:00:00Z,1992,8,4,chl_ug_l,NA
n2,fert,1992-08-06T00:00:00Z,1992,8,4,secchi_m,6.7
n2,fert,1992-08-06T00:00:00Z,1992,8,5,temp_c,6.1
n2,fert,1992-08-06T00:00:00Z,1992,8,5,cond_u_s,179
n2,fert,1992-08-06T00:00:00Z,1992,8,5,do_mg_l,7
n2,fert,1992-08-06T00:00:00Z,1992,8,5,chl_ug_l,0.707126
n2,fert,1992-08-06T00:00:00Z,1992,8,5,secchi_m,6.7
n2,fert,1992-08-06T00:00:00Z,1992,8,6,temp_c,5
n2,fert,1992-08-06T00:00:00Z,1992,8,6,cond_u_s,173
n2,fert,1992-08-06T00:00:00Z,1992,8,6,do_mg_l,2.7
n2,fert,1992-08-06T00:00:00Z,1992,8,6,chl_ug_l,NA
n2,fert,1992-08-06T00:00:00Z,1992,8,6,secchi_m,6.7
n2,fert,1992-08-06T00:00:00Z,1992,8,7,temp_c,3.8
n2,fert,1992-08-06T00:00:00Z,1992,8,7,cond_u_s,181
n2,fert,1992-08-06T00:00:00Z,1992,8,7,do_mg_l,1.5
n2,fert,1992-08-06T00:00:00Z,1992,8,7,chl_ug_l,NA
n2,fert,1992-08-06T00:00:00Z,1992,8,7,secchi_m,6.7
n2,fert,1992-08-06T00:00:00Z,1992,8,8,temp_c,3.5
n2,fert,1992-08-06T00:00:00Z,1992,8,8,cond_u_s,185
n2,fert,1992-08-06T00:00:00Z,1992,8,8,do_mg_l,0.4
n2,fert,1992-08-06T00:00:00Z,1992,8,8,chl_ug_l,4.236715
n2,fert,1992-08-06T00:00:00Z,1992,8,8,secchi_m,6.7
n2,fert,1992-08-10T00:00:00Z,1992,8,0,temp_c,12.1
n2,fert,1992-08-10T00:00:00Z,1992,8,0,cond_u_s,100
n2,fert,1992-08-10T00:00:00Z,1992,8,0,do_mg_l,9.7
n2,fert,1992-08-10T00:00:00Z,1992,8,0,chl_ug_l,0.53931
n2,fert,1992-08-10T00:00:00Z,1992,8,0,secchi_m,4.8
n2,fert,1992-08-10T00:00:00Z,1992,8,1,temp_c,12.1
n2,fert,1992-08-10T00:00:00Z,1992,8,1,cond_u_s,99
n2,fert,1992-08-10T00:00:00Z,1992,8,1,do_mg_l,9.6
n2,fert,1992-08-10T00:00:00Z,1992,8,1,chl_ug_l,0.612601
n2,fert,1992-08-10T00:00:00Z,1992,8,1,secchi_m,4.8
n2,fert,1992-08-10T00:00:00Z,1992,8,2,temp_c,12.1
n2,fert,1992-08-10T00:00:00Z,1992,8,2,cond_u_s,100
n2,fert,1992-08-10T00:00:00Z,1992,8,2,do_mg_l,9.6
n2,fert,1992-08-10T00:00:00Z,1992,8,2,chl_ug_l,NA
n2,fert,1992-08-10T00:00:00Z,1992,8,2,secchi_m,4.8
n2,fert,1992-08-10T00:00:00Z,1992,8,3,temp_c,12.1
n2,fert,1992-08-10T00:00:00Z,1992,8,3,cond_u_s,100
n2,fert,1992-08-10T00:00:00Z,1992,8,3,do_mg_l,9.6
n2,fert,1992-08-10T00:00:00Z,1992,8,3,chl_ug_l,0.49139
n2,fert,1992-08-10T00:00:00Z,1992,8,3,secchi_m,4.8
n2,fert,1992-08-10T00:00:00Z,1992,8,4,temp_c,11.6
n2,fert,1992-08-10T00:00:00Z,1992,8,4,cond_u_s,109
n2,fert,1992-08-10T00:00:00Z,1992,8,4,do_mg_l,9.6
n2,fert,1992-08-10T00:00:00Z,1992,8,4,chl_ug_l,NA
n2,fert,1992-08-10T00:00:00Z,1992,8,4,secchi_m,4.8
n2,fert,1992-08-10T00:00:00Z,1992,8,5,temp_c,6.7
n2,fert,1992-08-10T00:00:00Z,1992,8,5,cond_u_s,120
n2,fert,1992-08-10T00:00:00Z,1992,8,5,do_mg_l,8.8
n2,fert,1992-08-10T00:00:00Z,1992,8,5,chl_ug_l,0.433133
n2,fert,1992-08-10T00:00:00Z,1992,8,5,secchi_m,4.8
n2,fert,1992-08-10T00:00:00Z,1992,8,6,temp_c,5.2
n2,fert,1992-08-10T00:00:00Z,1992,8,6,cond_u_s,112
n2,fert,1992-08-10T00:00:00Z,1992,8,6,do_mg_l,4.7
n2,fert,1992-08-10T00:00:00Z,1992,8,6,chl_ug_l,NA
n2,fert,1992-08-10T00:00:00Z,1992,8,6,secchi_m,4.8
n2,fert,1992-08-10T00:00:00Z,1992,8,7,temp_c,4.3
n2,fert,1992-08-10T00:00:00Z,1992,8,7,cond_u_s,115
n2,fert,1992-08-10T00:00:00Z,1992,8,7,do_mg_l,0.9
n2,fert,1992-08-10T00:00:00Z,1992,8,7,chl_ug_l,NA
n2,fert,1992-08-10T00:00:00Z,1992,8,7,secchi_m,4.8
n2,fert,1992-08-10T00:00:00Z,1992,8,8,temp_c,3.7
n2,fert,1992-08-10T00:00:00Z,1992,8,8,cond_u_s,115
n2,fert,1992-08-10T00:00:00Z,1992,8,8,do_mg_l,0.8
n2,fert,1992-08-10T00:00:00Z,1992,8,8,chl_ug_l,3.340317
n2,fert,1992-08-10T00:00:00Z,1992,8,8,secchi_m,4.8
n2,fert,1992-08-20T00:00:00Z,1992,8,0,temp_c,NA
n2,fert,1992-08-20T00:00:00Z,1992,8,0,cond_u_s,NA
n2,fert,1992-08-20T00:00:00Z,1992,8,0,do_mg_l,NA
n2,fert,1992-08-20T00:00:00Z,1992,8,0,chl_ug_l,NA
n2,fert,1992-08-20T00:00:00Z,1992,8,0,secchi_m,4.7
n2,fert,1992-08-20T00:00:00Z,1992,8,1,temp_c,NA
n2,fert,1992-08-20T00:00:00Z,1992,8,1,cond_u_s,NA
n2,fert,1992-08-20T00:00:00Z,1992,8,1,do_mg_l,NA
n2,fert,1992-08-20T00:00:00Z,1992,8,1,chl_ug_l,NA
n2,fert,1992-08-20T00:00:00Z,1992,8,1,secchi_m,4.7
n2,fert,1992-08-20T00:00:00Z,1992,8,2,temp_c,NA
n2,fert,1992-08-20T00:00:00Z,1992,8,2,cond_u_s,NA
n2,fert,1992-08-20T00:00:00Z,1992,8,2,do_mg_l,NA
n2,fert,1992-08-20T00:00:00Z,1992,8,2,chl_ug_l,NA
n2,fert,1992-08-20T00:00:00Z,1992,8,2,secchi_m,4.7
n2,fert,1992-08-20T00:00:00Z,1992,8,3,temp_c,NA
n2,fert,1992-08-20T00:00:00Z,1992,8,3,cond_u_s,NA
n2,fert,1992-08-20T00:00:00Z,1992,8,3,do_mg_l,NA
n2,fert,1992-08-20T00:00:00Z,1992,8,3,chl_ug_l,NA
n2,fert,1992-08-20T00:00:00Z,1992,8,3,secchi_m,4.7
n2,fert,1992-08-20T00:00:00Z,1992,8,4,temp_c,NA
n2,fert,1992-08-20T00:00:00Z,1992,8,4,cond_u_s,NA
n2,fert,1992-08-20T00:00:00Z,1992,8,4,do_mg_l,NA
n2,fert,1992-08-20T00:00:00Z,1992,8,4,chl_ug_l,NA
n2,fert,1992-08-20T00:00:00Z,1992,8,4,secchi_m,4.7
n2,fert,1992-08-20T00:00:00Z,1992,8,5,temp_c,NA
n2,fert,1992-08-20T00:00:00Z,1992,8,5,cond_u_s,NA
n2,fert,1992-08-20T00:00:00Z,1992,8,5,do_mg_l,NA
n2,fert,1992-08-20T00:00:00Z,1992,8,5,chl_ug_l,NA
n2,fert,1992-08-20T00:00:00Z,1992,8,5,secchi_m,4.7
n2,fert,1992-08-20T00:00:00Z,1992,8,6,temp_c,NA
n2,fert,1992-08-20T00:00:00Z,1992,8,6,cond_u_s,NA
n2,fert,1992-08-20T00:00:00Z,1992,8,6,do_mg_l,NA
n2,fert,1992-08-20T00:00:00Z,1992,8,6,chl_ug_l,NA
