site,date,year,month,depth_m,variable,value
toolik,1996-06-19T00:00:00Z,1996,6,5,temp_c,5.54
toolik,1996-06-19T00:00:00Z,1996,6,5,cond_u_s,48.6
toolik,1996-06-19T00:00:00Z,1996,6,5,do_mg_l,8.92
toolik,1996-06-19T00:00:00Z,1996,6,5,chl_ug_l,0.313837867
toolik,1996-06-19T00:00:00Z,1996,6,5,secchi_m,3.9
toolik,1996-06-19T00:00:00Z,1996,6,6,temp_c,5.37
toolik,1996-06-19T00:00:00Z,1996,6,6,cond_u_s,49
toolik,1996-06-19T00:00:00Z,1996,6,6,do_mg_l,8.86
toolik,1996-06-19T00:00:00Z,1996,6,6,chl_ug_l,NA
toolik,1996-06-19T00:00:00Z,1996,6,6,secchi_m,3.9
toolik,1996-06-19T00:00:00Z,1996,6,7,temp_c,5.34
toolik,1996-06-19T00:00:00Z,1996,6,7,cond_u_s,48.6
toolik,1996-06-19T00:00:00Z,1996,6,7,do_mg_l,8.83
toolik,1996-06-19T00:00:00Z,1996,6,7,chl_ug_l,NA
toolik,1996-06-19T00:00:00Z,1996,6,7,secchi_m,3.9
toolik,1996-06-19T00:00:00Z,1996,6,8,temp_c,5.29
toolik,1996-06-19T00:00:00Z,1996,6,8,cond_u_s,48.8
toolik,1996-06-19T00:00:00Z,1996,6,8,do_mg_l,8.83
toolik,1996-06-19T00:00:00Z,1996,6,8,chl_ug_l,0.489131733
toolik,1996-06-19T00:00:00Z,1996,6,8,secchi_m,3.9
toolik,1996-06-19T00:00:00Z,1996,6,9,temp_c,5.21
toolik,1996-06-19T00:00:00Z,1996,6,9,cond_u_s,48
toolik,1996-06-19T00:00:00Z,1996,6,9,do_mg_l,8.85
toolik,1996-06-19T00:00:00Z,1996,6,9,chl_ug_l,NA
toolik,1996-06-19T00:00:00Z,1996,6,9,secchi_m,3.9
toolik,1996-06-19T00:00:00Z,1996,6,10,temp_c,5.17
toolik,1996-06-19T00:00:00Z,1996,6,10,cond_u_s,48.1
toolik,1996-06-19T00:00:00Z,1996,6,10,do_mg_l,8.82
toolik,1996-06-19T00:00:00Z,1996,6,10,chl_ug_l,NA
toolik,1996-06-19T00:00:00Z,1996,6,10,secchi_m,3.9
toolik,1996-06-19T00:00:00Z,1996,6,11,temp_c,4.97
toolik,1996-06-19T00:00:00Z,1996,6,11,cond_u_s,49.2
toolik,1996-06-19T00:00:00Z,1996,6,11,do_mg_l,8.69
toolik,1996-06-19T00:00:00Z,1996,6,11,chl_ug_l,NA
toolik,1996-06-19T00:00:00Z,1996,6,11,secchi_m,3.9
toolik,1996-06-19T00:00:00Z,1996,6,12,temp_c,4.89
toolik,1996-06-19T00:00:00Z,1996,6,12,cond_u_s,49.6
toolik,1996-06-19T00:00:00Z,1996,6,12,do_mg_l,8.71
toolik,1996-06-19T00:00:00Z,1996,6,12,chl_ug_l,0.3554184
toolik,1996-06-19T00:00:00Z,1996,6,12,secchi_m,3.9
toolik,1996-06-19T00:00:00Z,1996,6,13,temp_c,4.77
toolik,1996-06-19T00:00:00Z,1996,6,13,cond_u_s,49.8
toolik,1996-06-19T00:00:00Z,1996,6,13,do_mg_l,8.62
toolik,1996-06-19T00:00:00Z,1996,6,13,chl_ug_l,NA
toolik,1996-06-19T00:00:00Z,1996,6,13,secchi_m,3.9
toolik,1996-06-19T00:00:00Z,1996,6,14,temp_c,4.67
toolik,1996-06-19T00:00:00Z,1996,6,14,cond_u_s,49.6
toolik,1996-06-19T00:00:00Z,1996,6,14,do_mg_l,8.6
toolik,1996-06-19T00:00:00Z,1996,6,14,chl_ug_l,NA
toolik,1996-06-19T00:00:00Z,1996,6,14,secchi_m,3.9
toolik,1996-06-19T00:00:00Z,1996,6,15,temp_c,4.26
toolik,1996-06-19T00:00:00Z,1996,6,15,cond_u_s,52.4
toolik,1996-06-19T00:00:00Z,1996,6,15,do_mg_l,8.28
toolik,1996-06-19T00:00:00Z,1996,6,15,chl_ug_l,NA
toolik,1996-06-19T00:00:00Z,1996,6,15,secchi_m,3.9
toolik,1996-06-19T00:00:00Z,1996,6,16,temp_c,4.14
toolik,1996-06-19T00:00:00Z,1996,6,16,cond_u_s,53
toolik,1996-06-19T00:00:00Z,1996,6,16,do_mg_l,8.03
toolik,1996-06-19T00:00:00Z,1996,6,16,chl_ug_l,0.111456267
toolik,1996-06-19T00:00:00Z,1996,6,16,secchi_m,3.9
toolik,1996-06-19T00:00:00Z,1996,6,17,temp_c,3.7
toolik,1996-06-19T00:00:00Z,1996,6,17,cond_u_s,60.5
toolik,1996-06-19T00:00:00Z,1996,6,17,do_mg_l,7.35
toolik,1996-06-19T00:00:00Z,1996,6,17,chl_ug_l,NA
toolik,1996-06-19T00:00:00Z,1996,6,17,secchi_m,3.9
toolik,1996-06-19T00:00:00Z,1996,6,18,temp_c,3.62
toolik,1996-06-19T00:00:00Z,1996,6,18,cond_u_s,61.7
toolik,1996-06-19T00:00:00Z,1996,6,18,do_mg_l,7.15
toolik,1996-06-19T00:00:00Z,1996,6,18,chl_ug_l,NA
toolik,1996-06-19T00:00:00Z,1996,6,18,secchi_m,3.9
toolik,1996-06-19T00:00:00Z,1996,6,19,temp_c,3.6
toolik,1996-06-19T00:00:00Z,1996,6,19,cond_u_s,60.6
toolik,1996-06-19T00:00:00Z,1996,6,19,do_mg_l,7.12
toolik,1996-06-19T00:00:00Z,1996,6,19,chl_ug_l,NA
toolik,1996-06-19T00:00:00Z,1996,6,19,secchi_m,3.9
toolik,1996-06-19T00:00:00Z,1996,6,20,temp_c,3.59
toolik,1996-06-19T00:00:00Z,1996,6,20,cond_u_s,61.4
toolik,1996-06-19T00:00:00Z,1996,6,20,do_mg_l,6.98
toolik,1996-06-19T00:00:00Z,1996,6,20,chl_ug_l,NA
toolik,1996-06-19T00:00:00Z,1996,6,20,secchi_m,3.9
toolik,1996-06-19T00:00:00Z,1996,6,21,temp_c,3.55
toolik,1996-06-19T00:00:00Z,1996,6,21,cond_u_s,62.2
toolik,1996-06-19T00:00:00Z,1996,6,21,do_mg_l,6.87
toolik,1996-06-19T00:00:00Z,1996,6,21,chl_ug_l,NA
toolik,1996-06-19T00:00:00Z,1996,6,21,secchi_m,3.9
toolik,1996-06-26T00:00:00Z,1996,6,0,temp_c,8.7
toolik,1996-06-26T00:00:00Z,1996,6,0,cond_u_s,50.3
toolik,1996-06-26T00:00:00Z,1996,6,0,do_mg_l,9.33
toolik,1996-06-26T00:00:00Z,1996,6,0,chl_ug_l,1.014150667
toolik,1996-06-26T00:00:00Z,1996,6,0,secchi_m,3.8
toolik,1996-06-26T00:00:00Z,1996,6,0.5,temp_c,NA
toolik,1996-06-26T00:00:00Z,1996,6,0.5,cond_u_s,NA
toolik,1996-06-26T00:00:00Z,1996,6,0.5,do_mg_l,NA
toolik,1996-06-26T00:00:00Z,1996,6,0.5,chl_ug_l,NA
toolik,1996-06-26T00:00:00Z,1996,6,0.5,secchi_m,3.8
toolik,1996-06-26T00:00:00Z,1996,6,1,temp_c,8.75
toolik,1996-06-26T00:00:00Z,1996,6,1,cond_u_s,50.1
toolik,1996-06-26T00:00:00Z,1996,6,1,do_mg_l,9.31
toolik,1996-06-26T00:00:00Z,1996,6,1,chl_ug_l,1.012425333
toolik,1996-06-26T00:00:00Z,1996,6,1,secchi_m,3.8
toolik,1996-06-26T00:00:00Z,1996,6,2,temp_c,8.72
toolik,1996-06-26T00:00:00Z,1996,6,2,cond_u_s,49.9
toolik,1996-06-26T00:00:00Z,1996,6,2,do_mg_l,9.3
toolik,1996-06-26T00:00:00Z,1996,6,2,chl_ug_l,NA
toolik,1996-06-26T00:00:00Z,1996,6,2,secchi_m,3.8
toolik,1996-06-26T00:00:00Z,1996,6,3,temp_c,8.73
toolik,1996-06-26T00:00:00Z,1996,6,3,cond_u_s,50.1
toolik,1996-06-26T00:00:00Z,1996,6,3,do_mg_l,9.3
toolik,1996-06-26T00:00:00Z,1996,6,3,chl_ug_l,0.846793333
toolik,1996-06-26T00:00:00Z,1996,6,3,secchi_m,3.8
toolik,1996-06-26T00:00:00Z,1996,6,4,temp_c,8.74
toolik,1996-06-26T00:00:00Z,1996,6,4,cond_u_s,50.2
toolik,1996-06-26T00:00:00Z,1996,6,4,do_mg_l,9.28
toolik,1996-06-26T00:00:00Z,1996,6,4,chl_ug_l,NA
toolik,1996-06-26T00:00:00Z,1996,6,4,secchi_m,3.8
toolik,1996-06-26T00:00:00Z,1996,6,5,temp_c,8.7
toolik,1996-06-26T00:00:00Z,1996,6,5,cond_u_s,49.8
toolik,1996-06-26T00:00:00Z,1996,6,5,do_mg_l,9.28
toolik,1996-06-26T00:00:00Z,1996,6,5,chl_ug_l,0.896828
toolik,1996-06-26T00:00:00Z,1996,6,5,secchi_m,3.8
toolik,1996-06-26T00:00:00Z,1996,6,6,temp_c,7.6
toolik,1996-06-26T00:00:00Z,1996,6,6,cond_u_s,49.7
toolik,1996-06-26T00:00:00Z,1996,6,6,do_mg_l,10.57
toolik,1996-06-26T00:00:00Z,1996,6,6,chl_ug_l,NA
toolik,1996-06-26T00:00:00Z,1996,6,6,secchi_m,3.8
toolik,1996-06-26T00:00:00Z,1996,6,7,temp_c,7.16
toolik,1996-06-26T00:00:00Z,1996,6,7,cond_u_s,50.8
toolik,1996-06-26T00:00:00Z,1996,6,7,do_mg_l,9.01
toolik,1996-06-26T00:00:00Z,1996,6,7,chl_ug_l,NA
toolik,1996-06-26T00:00:00Z,1996,6,7,secchi_m,3.8
toolik,1996-06-26T00:00:00Z,1996,6,8,temp_c,6.83
toolik,1996-06-26T00:00:00Z,1996,6,8,cond_u_s,50.7
toolik,1996-06-26T00:00:00Z,1996,6,8,do_mg_l,8.85
toolik,1996-06-26T00:00:00Z,1996,6,8,chl_ug_l,0.404762933
toolik,1996-06-26T00:00:00Z,1996,6,8,secchi_m,3.8
toolik,1996-06-26T00:00:00Z,1996,6,9,temp_c,6.3
toolik,1996-06-26T00:00:00Z,1996,6,9,cond_u_s,50.9
toolik,1996-06-26T00:00:00Z,1996,6,9,do_mg_l,8.74
toolik,1996-06-26T00:00:00Z,1996,6,9,chl_ug_l,NA
toolik,1996-06-26T00:00:00Z,1996,6,9,secchi_m,3.8
toolik,1996-06-26T00:00:00Z,1996,6,10,temp_c,5.82
toolik,1996-06-26T00:00:00Z,1996,6,10,cond_u_s,51.5
toolik,1996-06-26T00:00:00Z,1996,6,10,do_mg_l,8.54
toolik,1996-06-26T00:00:00Z,1996,6,10,chl_ug_l,NA
toolik,1996-06-26T00:00:00Z,1996,6,10,secchi_m,3.8
toolik,1996-06-26T00:00:00Z,1996,6,11,temp_c,5.65
toolik,1996-06-26T00:00:00Z,1996,6,11,cond_u_s,50.9
toolik,1996-06-26T00:00:00Z,1996,6,11,do_mg_l,8.47
toolik,1996-06-26T00:00:00Z,1996,6,11,chl_ug_l,NA
toolik,1996-06-26T00:00:00Z,1996,6,11,secchi_m,3.8
toolik,1996-06-26T00:00:00Z,1996,6,12,temp_c,5.4
toolik,1996-06-26T00:00:00Z,1996,6,12,cond_u_s,51.1
toolik,1996-06-26T00:00:00Z,1996,6,12,do_mg_l,8.38
toolik,1996-06-26T00:00:00Z,1996,6,12,chl_ug_l,0.178054133
toolik,1996-06-26T00:00:00Z,1996,6,12,secchi_m,3.8
toolik,1996-06-26T00:00:00Z,1996,6,13,temp_c,5.3
toolik,1996-06-26T00:00:00Z,1996,6,13,cond_u_s,52.4
toolik,1996-06-26T00:00:00Z,1996,6,13,do_mg_l,8.32
toolik,1996-06-26T00:00:00Z,1996,6,13,chl_ug_l,NA
toolik,1996-06-26T00:00:00Z,1996,6,13,secchi_m,3.8
toolik,1996-06-26T00:00:00Z,1996,6,14,temp_c,5.24
toolik,1996-06-26T00:00:00Z,1996,6,14,cond_u_s,51.8
toolik,1996-06-26T00:00:00Z,1996,6,14,do_mg_l,8.31
toolik,1996-06-26T00:00:00Z,1996,6,14,chl_ug_l,NA
toolik,1996-06-26T00:00:00Z,1996,6,14,secchi_m,3.8
toolik,1996-06-26T00:00:00Z,1996,6,15,temp_c,5.16
toolik,1996-06-26T00:00:00Z,1996,6,15,cond_u_s,52
toolik,1996-06-26T00:00:00Z,1996,6,15,do_mg_l,8.32
toolik,1996-06-26T00:00:00Z,1996,6,15,chl_ug_l,NA
toolik,1996-06-26T00:00:00Z,1996,6,15,secchi_m,3.8
toolik,1996-06-26T00:00:00Z,1996,6,16,temp_c,5.07
toolik,1996-06-26T00:00:00Z,1996,6,16,cond_u_s,52.2
toolik,1996-06-26T00:00:00Z,1996,6,16,do_mg_l,8.22
toolik,1996-06-26T00:00:00Z,1996,6,16,chl_ug_l,0.899416
toolik,1996-06-26T00:00:00Z,1996,6,16,secchi_m,3.8
toolik,1996-06-26T00:00:00Z,1996,6,18,temp_c,5
toolik,1996-06-26T00:00:00Z,1996,6,18,cond_u_s,52.2
toolik,1996-06-26T00:00:00Z,1996,6,18,do_mg_l,8.13
toolik,1996-06-26T00:00:00Z,1996,6,18,chl_ug_l,NA
toolik,1996-06-26T00:00:00Z,1996,6,18,secchi_m,3.8
toolik,1996-07-08T00:00:00Z,1996,7,0,temp_c,12.85
toolik,1996-07-08T00:00:00Z,1996,7,0,cond_u_s,52.5
toolik,1996-07-08T00:00:00Z,1996,7,0,do_mg_l,9.16
toolik,1996-07-08T00:00:00Z,1996,7,0,chl_ug_l,0.501726667
toolik,1996-07-08T00:00:00Z,1996,7,0,secchi_m,3.6
toolik,1996-07-08T00:00:00Z,1996,7,0.5,temp_c,NA
toolik,1996-07-08T00:00:00Z,1996,7,0.5,cond_u_s,NA
toolik,1996-07-08T00:00:00Z,1996,7,0.5,do_mg_l,NA
toolik,1996-07-08T00:00:00Z,1996,7,0.5,chl_ug_l,NA
toolik,1996-07-08T00:00:00Z,1996,7,0.5,secchi_m,3.6
toolik,1996-07-08T00:00:00Z,1996,7,1,temp_c,12.85
toolik,1996-07-08T00:00:00Z,1996,7,1,cond_u_s,52.6
toolik,1996-07-08T00:00:00Z,1996,7,1,do_mg_l,9.18
toolik,1996-07-08T00:00:00Z,1996,7,1,chl_ug_l,0.466357333
toolik,1996-07-08T00:00:00Z,1996,7,1,secchi_m,3.6
toolik,1996-07-08T00:00:00Z,1996,7,2,temp_c,12.86
toolik,1996-07-08T00:00:00Z,1996,7,2,cond_u_s,52.7
toolik,1996-07-08T00:00:00Z,1996,7,2,do_mg_l,9.14
toolik,1996-07-08T00:00:00Z,1996,7,2,chl_ug_l,NA
toolik,1996-07-08T00:00:00Z,1996,7,2,secchi_m,3.6
toolik,1996-07-08T00:00:00Z,1996,7,3,temp_c,12.85
toolik,1996-07-08T00:00:00Z,1996,7,3,cond_u_s,52.4
toolik,1996-07-08T00:00:00Z,1996,7,3,do_mg_l,9.13
toolik,1996-07-08T00:00:00Z,1996,7,3,chl_ug_l,0.426674667
toolik,1996-07-08T00:00:00Z,1996,7,3,secchi_m,3.6
toolik,1996-07-08T00:00:00Z,1996,7,4,temp_c,12.83
toolik,1996-07-08T00:00:00Z,1996,7,4,cond_u_s,52.3
toolik,1996-07-08T00:00:00Z,1996,7,4,do_mg_l,9.13
toolik,1996-07-08T00:00:00Z,1996,7,4,chl_ug_l,NA
toolik,1996-07-08T00:00:00Z,1996,7,4,secchi_m,3.6
toolik,1996-07-08T00:00:00Z,1996,7,5,temp_c,12.78
toolik,1996-07-08T00:00:00Z,1996,7,5,cond_u_s,52.1
toolik,1996-07-08T00:00:00Z,1996,7,5,do_mg_l,9.14
toolik,1996-07-08T00:00:00Z,1996,7,5,chl_ug_l,0.306591467
toolik,1996-07-08T00:00:00Z,1996,7,5,secchi_m,3.6
toolik,1996-07-08T00:00:00Z,1996,7,6,temp_c,10.82
toolik,1996-07-08T00:00:00Z,1996,7,6,cond_u_s,51.9
toolik,1996-07-08T00:00:00Z,1996,7,6,do_mg_l,9.16
toolik,1996-07-08T00:00:00Z,1996,7,6,chl_ug_l,NA
toolik,1996-07-08T00:00:00Z,1996,7,6,secchi_m,3.6
toolik,1996-07-08T00:00:00Z,1996,7,7,temp_c,8.91
toolik,1996-07-08T00:00:00Z,1996,7,7,cond_u_s,51.2
toolik,1996-07-08T00:00:00Z,1996,7,7,do_mg_l,8.68
toolik,1996-07-08T00:00:00Z,1996,7,7,chl_ug_l,NA
toolik,1996-07-08T00:00:00Z,1996,7,7,secchi_m,3.6
toolik,1996-07-08T00:00:00Z,1996,7,8,temp_c,7.98
toolik,1996-07-08T00:00:00Z,1996,7,8,cond_u_s,51
toolik,1996-07-08T00:00:00Z,1996,7,8,do_mg_l,8.68
toolik,1996-07-08T00:00:00Z,1996,7,8,chl_ug_l,0.445653333
toolik,1996-07-08T00:00:00Z,1996,7,8,secchi_m,3.6
toolik,1996-07-08T00:00:00Z,1996,7,9,temp_c,6.98
toolik,1996-07-08T00:00:00Z,1996,7,9,cond_u_s,52.3
toolik,1996-07-08T00:00:00Z,1996,7,9,do_mg_l,8.36
toolik,1996-07-08T00:00:00Z,1996,7,9,chl_ug_l,NA
toolik,1996-07-08T00:00:00Z,1996,7,9,secchi_m,3.6
toolik,1996-07-08T00:00:00Z,1996,7,10,temp_c,6.74
toolik,1996-07-08T00:00:00Z,1996,7,10,cond_u_s,52.4
toolik,1996-07-08T00:00:00Z,1996,7,10,do_mg_l,8.05
toolik,1996-07-08T00:00:00Z,1996,7,10,chl_ug_l,NA
toolik,1996-07-08T00:00:00Z,1996,7,10,secchi_m,3.6
toolik,1996-07-08T00:00:00Z,1996,7,11,temp_c,6.2
toolik,1996-07-08T00:00:00Z,1996,7,11,cond_u_s,52.3
toolik,1996-07-08T00:00:00Z,1996,7,11,do_mg_l,8.12
toolik,1996-07-08T00:00:00Z,1996,7,11,chl_ug_l,NA
toolik,1996-07-08T00:00:00Z,1996,7,11,secchi_m,3.6
toolik,1996-07-08T00:00:00Z,1996,7,12,temp_c,5.98
toolik,1996-07-08T00:00:00Z,1996,7,12,cond_u_s,52.7
toolik,1996-07-08T00:00:00Z,1996,7,12,do_mg_l,8.01
toolik,1996-07-08T00:00:00Z,1996,7,12,chl_ug_l,0.1002416
toolik,1996-07-08T00:00:00Z,1996,7,12,secchi_m,3.6
toolik,1996-07-08T00:00:00Z,1996,7,13,temp_c,5.82
toolik,1996-07-08T00:00:00Z,1996,7,13,cond_u_s,51.7
toolik,1996-07-08T00:00:00Z,1996,7,13,do_mg_l,7.82
toolik,1996-07-08T00:00:00Z,1996,7,13,chl_ug_l,NA
toolik,1996-07-08T00:00:00Z,1996,7,13,secchi_m,3.6
toolik,1996-07-08T00:00:00Z,1996,7,14,temp_c,5.59
toolik,1996-07-08T00:00:00Z,1996,7,14,cond_u_s,53.1
toolik,1996-07-08T00:00:00Z,1996,7,14,do_mg_l,7.76
toolik,1996-07-08T00:00:00Z,1996,7,14,chl_ug_l,NA
toolik,1996-07-08T00:00:00Z,1996,7,14,secchi_m,3.6
toolik,1996-07-08T00:00:00Z,1996,7,15,temp_c,5.52
toolik,1996-07-08T00:00:00Z,1996,7,15,cond_u_s,51.6
toolik,1996-07-08T00:00:00Z,1996,7,15,do_mg_l,7.89
toolik,1996-07-08T00:00:00Z,1996,7,15,chl_ug_l,NA
toolik,1996-07-08T00:00:00Z,1996,7,15,secchi_m,3.6
toolik,1996-07-08T00:00:00Z,1996,7,16,temp_c,5.49
toolik,1996-07-08T00:00:00Z,1996,7,16,cond_u_s,52.4
toolik,1996-07-08T00:00:00Z,1996,7,16,do_mg_l,7.81
toolik,1996-07-08T00:00:00Z,1996,7,16,chl_ug_l,0.159248
toolik,1996-07-08T00:00:00Z,1996,7,16,secchi_m,3.6
toolik,1996-07-17T00:00:00Z,1996,7,0,temp_c,13.76
toolik,1996-07-17T00:00:00Z,1996,7,0,cond_u_s,50.5
toolik,1996-07-17T00:00:00Z,1996,7,0,do_mg_l,8.93
toolik,1996-07-17T00:00:00Z,1996,7,0,chl_ug_l,0.316425867
toolik,1996-07-17T00:00:00Z,1996,7,0,secchi_m,3.95
toolik,1996-07-17T00:00:00Z,1996,7,0.5,temp_c,NA
toolik,1996-07-17T00:00:00Z,1996,7,0.5,cond_u_s,NA
toolik,1996-07-17T00:00:00Z,1996,7,0.5,do_mg_l,NA
toolik,1996-07-17T00:00:00Z,1996,7,0.5,chl_ug_l,NA
toolik,1996-07-17T00:00:00Z,1996,7,0.5,secchi_m,3.95
toolik,1996-07-17T00:00:00Z,1996,7,1,temp_c,13.64
toolik,1996-07-17T00:00:00Z,1996,7,1,cond_u_s,52.4
toolik,1996-07-17T00:00:00Z,1996,7,1,do_mg_l,8.82
toolik,1996-07-17T00:00:00Z,1996,7,1,chl_ug_l,0.293824
toolik,1996-07-17T00:00:00Z,1996,7,1,secchi_m,3.95
toolik,1996-07-17T00:00:00Z,1996,7,2,temp_c,NA
toolik,1996-07-17T00:00:00Z,1996,7,2,cond_u_s,NA
toolik,1996-07-17T00:00:00Z,1996,7,2,do_mg_l,NA
toolik,1996-07-17T00:00:00Z,1996,7,2,chl_ug_l,NA
toolik,1996-07-17T00:00:00Z,1996,7,2,secchi_m,3.95
toolik,1996-07-17T00:00:00Z,1996,7,3,temp_c,13.2
toolik,1996-07-17T00:00:00Z,1996,7,3,cond_u_s,52.4
toolik,1996-07-17T00:00:00Z,1996,7,3,do_mg_l,8.81
toolik,1996-07-17T00:00:00Z,1996,7,3,chl_ug_l,0.330056
toolik,1996-07-17T00:00:00Z,1996,7,3,secchi_m,3.95
toolik,1996-07-17T00:00:00Z,1996,7,4,temp_c,12.65
toolik,1996-07-17T00:00:00Z,1996,7,4,cond_u_s,51.8
toolik,1996-07-17T00:00:00Z,1996,7,4,do_mg_l,8.65
toolik,1996-07-17T00:00:00Z,1996,7,4,chl_ug_l,NA
toolik,1996-07-17T00:00:00Z,1996,7,4,secchi_m,3.95
toolik,1996-07-17T00:00:00Z,1996,7,5,temp_c,11.46
toolik,1996-07-17T00:00:00Z,1996,7,5,cond_u_s,52
toolik,1996-07-17T00:00:00Z,1996,7,5,do_mg_l,8.89
toolik,1996-07-17T00:00:00Z,1996,7,5,chl_ug_l,0.4951704
toolik,1996-07-17T00:00:00Z,1996,7,5,secchi_m,3.95
toolik,1996-07-17T00:00:00Z,1996,7,6,temp_c,10.79
toolik,1996-07-17T00:00:00Z,1996,7,6,cond_u_s,51.7
toolik,1996-07-17T00:00:00Z,1996,7,6,do_mg_l,8.83
toolik,1996-07-17T00:00:00Z,1996,7,6,chl_ug_l,NA
toolik,1996-07-17T00:00:00Z,1996,7,6,secchi_m,3.95
toolik,1996-07-17T00:00:00Z,1996,7,7,temp_c,9.94
toolik,1996-07-17T00:00:00Z,1996,7,7,cond_u_s,51.7
toolik,1996-07-17T00:00:00Z,1996,7,7,do_mg_l,8.63
toolik,1996-07-17T00:00:00Z,1996,7,7,chl_ug_l,NA
toolik,1996-07-17T00:00:00Z,1996,7,7,secchi_m,3.95
toolik,1996-07-17T00:00:00Z,1996,7,8,temp_c,8.8
toolik,1996-07-17T00:00:00Z,1996,7,8,cond_u_s,51.6
toolik,1996-07-17T00:00:00Z,1996,7,8,do_mg_l,8.66
toolik,1996-07-17T00:00:00Z,1996,7,8,chl_ug_l,0.430988
toolik,1996-07-17T00:00:00Z,1996,7,8,secchi_m,3.95
toolik,1996-07-17T00:00:00Z,1996,7,9,temp_c,7.4
toolik,1996-07-17T00:00:00Z,1996,7,9,cond_u_s,51.9
toolik,1996-07-17T00:00:00Z,1996,7,9,do_mg_l,8.34
toolik,1996-07-17T00:00:00Z,1996,7,9,chl_ug_l,NA
toolik,1996-07-17T00:00:00Z,1996,7,9,secchi_m,3.95
toolik,1996-07-17T00:00:00Z,1996,7,10,temp_c,6.58
toolik,1996-07-17T00:00:00Z,1996,7,10,cond_u_s,51.8
toolik,1996-07-17T00:00:00Z,1996,7,10,do_mg_l,8.11
toolik,1996-07-17T00:00:00Z,1996,7,10,chl_ug_l,NA
toolik,1996-07-17T00:00:00Z,1996,7,10,secchi_m,3.95
toolik,1996-07-17T00:00:00Z,1996,7,11,temp_c,6.17
toolik,1996-07-17T00:00:00Z,1996,7,11,cond_u_s,52.1
toolik,1996-07-17T00:00:00Z,1996,7,11,do_mg_l,8
toolik,1996-07-17T00:00:00Z,1996,7,11,chl_ug_l,NA
toolik,1996-07-17T00:00:00Z,1996,7,11,secchi_m,3.95
toolik,1996-07-17T00:00:00Z,1996,7,12,temp_c,5.94
toolik,1996-07-17T00:00:00Z,1996,7,12,cond_u_s,52.1
toolik,1996-07-17T00:00:00Z,1996,7,12,do_mg_l,7.91
toolik,1996-07-17T00:00:00Z,1996,7,12,chl_ug_l,0.138889067
toolik,1996-07-17T00:00:00Z,1996,7,12,secchi_m,3.95
toolik,1996-07-17T00:00:00Z,1996,7,13,temp_c,5.87
toolik,1996-07-17T00:00:00Z,1996,7,13,cond_u_s,52
toolik,1996-07-17T00:00:00Z,1996,7,13,do_mg_l,7.89
toolik,1996-07-17T00:00:00Z,1996,7,13,chl_ug_l,NA
toolik,1996-07-17T00:00:00Z,1996,7,13,secchi_m,3.95
toolik,1996-07-17T00:00:00Z,1996,7,14,temp_c,5.75
toolik,1996-07-17T00:00:00Z,1996,7,14,cond_u_s,52.1
toolik,1996-07-17T00:00:00Z,1996,7,14,do_mg_l,7.85
toolik,1996-07-17T00:00:00Z,1996,7,14,chl_ug_l,NA
toolik,1996-07-17T00:00:00Z,1996,7,14,secchi_m,3.95
toolik,1996-07-17T00:00:00Z,1996,7,15,temp_c,5.7
toolik,1996-07-17T00:00:00Z,1996,7,15,cond_u_s,52
toolik,1996-07-17T00:00:00Z,1996,7,15,do_mg_l,7.79
toolik,1996-07-17T00:00:00Z,1996,7,15,chl_ug_l,NA
toolik,1996-07-17T00:00:00Z,1996,7,15,secchi_m,3.95
toolik,1996-07-17T00:00:00Z,1996,7,16,temp_c,5.62
toolik,1996-07-17T00:00:00Z,1996,7,16,cond_u_s,52.2
toolik,1996-07-17T00:00:00Z,1996,7,16,do_mg_l,7.74
toolik,1996-07-17T00:00:00Z,1996,7,16,chl_ug_l,0.1525192
toolik,1996-07-17T00:00:00Z,1996,7,16,secchi_m,3.95
toolik,1996-07-24T00:00:00Z,1996,7,0,temp_c,NA
toolik,1996-07-24T00:00:00Z,1996,7,0,cond_u_s,NA
toolik,1996-07-24T00:00:00Z,1996,7,0,do_mg_l,NA
toolik,1996-07-24T00:00:00Z,1996,7,0,chl_ug_l,0.28321320000000005
toolik,1996-07-24T00:00:00Z,1996,7,0,secchi_m,NA
toolik,1996-07-26T00:00:00Z,1996,7,0,temp_c,12.83
toolik,1996-07-26T00:00:00Z,1996,7,0,cond_u_s,52.5
toolik,1996-07-26T00:00:00Z,1996,7,0,do_mg_l,8.7
toolik,1996-07-26T00:00:00Z,1996,7,0,chl_ug_l,0.220669867
toolik,1996-07-26T00:00:00Z,1996,7,0,secchi_m,3.3
toolik,1996-07-26T00:00:00Z,1996,7,0.5,temp_c,NA
toolik,1996-07-26T00:00:00Z,1996,7,0.5,cond_u_s,NA
toolik,1996-07-26T00:00:00Z,1996,7,0.5,do_mg_l,NA
toolik,1996-07-26T00:00:00Z,1996,7,0.5,chl_ug_l,NA
toolik,1996-07-26T00:00:00Z,1996,7,0.5,secchi_m,3.3
toolik,1996-07-26T00:00:00Z,1996,7,1,temp_c,12.85
toolik,1996-07-26T00:00:00Z,1996,7,1,cond_u_s,52.5
toolik,1996-07-26T00:00:00Z,1996,7,1,do_mg_l,8.66
toolik,1996-07-26T00:00:00Z,1996,7,1,chl_ug_l,0.245859733
toolik,1996-07-26T00:00:00Z,1996,7,1,secchi_m,3.3
toolik,1996-07-26T00:00:00Z,1996,7,2,temp_c,12.85
