site,date,year,month,depth_m,variable,value
toolik,1992-07-21T00:00:00Z,1992,7,19,secchi_m,5.3
toolik,1992-07-21T00:00:00Z,1992,7,20,temp_c,5.4
toolik,1992-07-21T00:00:00Z,1992,7,20,cond_u_s,NA
toolik,1992-07-21T00:00:00Z,1992,7,20,do_mg_l,10.4
toolik,1992-07-21T00:00:00Z,1992,7,20,chl_ug_l,NA
toolik,1992-07-21T00:00:00Z,1992,7,20,secchi_m,5.3
toolik,1992-07-28T00:00:00Z,1992,7,0,temp_c,14.9
toolik,1992-07-28T00:00:00Z,1992,7,0,cond_u_s,31
toolik,1992-07-28T00:00:00Z,1992,7,0,do_mg_l,9.4
toolik,1992-07-28T00:00:00Z,1992,7,0,chl_ug_l,NA
toolik,1992-07-28T00:00:00Z,1992,7,0,secchi_m,4.9
toolik,1992-07-28T00:00:00Z,1992,7,1,temp_c,14.9
toolik,1992-07-28T00:00:00Z,1992,7,1,cond_u_s,31
toolik,1992-07-28T00:00:00Z,1992,7,1,do_mg_l,9.3
toolik,1992-07-28T00:00:00Z,1992,7,1,chl_ug_l,NA
toolik,1992-07-28T00:00:00Z,1992,7,1,secchi_m,4.9
toolik,1992-07-28T00:00:00Z,1992,7,2,temp_c,14.9
toolik,1992-07-28T00:00:00Z,1992,7,2,cond_u_s,32
toolik,1992-07-28T00:00:00Z,1992,7,2,do_mg_l,9.4
toolik,1992-07-28T00:00:00Z,1992,7,2,chl_ug_l,NA
toolik,1992-07-28T00:00:00Z,1992,7,2,secchi_m,4.9
toolik,1992-07-28T00:00:00Z,1992,7,3,temp_c,14.4
toolik,1992-07-28T00:00:00Z,1992,7,3,cond_u_s,32
toolik,1992-07-28T00:00:00Z,1992,7,3,do_mg_l,9.4
toolik,1992-07-28T00:00:00Z,1992,7,3,chl_ug_l,NA
toolik,1992-07-28T00:00:00Z,1992,7,3,secchi_m,4.9
toolik,1992-07-28T00:00:00Z,1992,7,4,temp_c,14.1
toolik,1992-07-28T00:00:00Z,1992,7,4,cond_u_s,33
toolik,1992-07-28T00:00:00Z,1992,7,4,do_mg_l,9.4
toolik,1992-07-28T00:00:00Z,1992,7,4,chl_ug_l,NA
toolik,1992-07-28T00:00:00Z,1992,7,4,secchi_m,4.9
toolik,1992-07-28T00:00:00Z,1992,7,5,temp_c,13.3
toolik,1992-07-28T00:00:00Z,1992,7,5,cond_u_s,33
toolik,1992-07-28T00:00:00Z,1992,7,5,do_mg_l,9.4
toolik,1992-07-28T00:00:00Z,1992,7,5,chl_ug_l,NA
toolik,1992-07-28T00:00:00Z,1992,7,5,secchi_m,4.9
toolik,1992-07-28T00:00:00Z,1992,7,6,temp_c,10.7
toolik,1992-07-28T00:00:00Z,1992,7,6,cond_u_s,30
toolik,1992-07-28T00:00:00Z,1992,7,6,do_mg_l,9.7
toolik,1992-07-28T00:00:00Z,1992,7,6,chl_ug_l,NA
toolik,1992-07-28T00:00:00Z,1992,7,6,secchi_m,4.9
toolik,1992-07-28T00:00:00Z,1992,7,7,temp_c,8.9
toolik,1992-07-28T00:00:00Z,1992,7,7,cond_u_s,29
toolik,1992-07-28T00:00:00Z,1992,7,7,do_mg_l,9.5
toolik,1992-07-28T00:00:00Z,1992,7,7,chl_ug_l,NA
toolik,1992-07-28T00:00:00Z,1992,7,7,secchi_m,4.9
toolik,1992-07-28T00:00:00Z,1992,7,8,temp_c,8.2
toolik,1992-07-28T00:00:00Z,1992,7,8,cond_u_s,29
toolik,1992-07-28T00:00:00Z,1992,7,8,do_mg_l,9.5
toolik,1992-07-28T00:00:00Z,1992,7,8,chl_ug_l,NA
toolik,1992-07-28T00:00:00Z,1992,7,8,secchi_m,4.9
toolik,1992-07-28T00:00:00Z,1992,7,9,temp_c,7.3
toolik,1992-07-28T00:00:00Z,1992,7,9,cond_u_s,29
toolik,1992-07-28T00:00:00Z,1992,7,9,do_mg_l,9.6
toolik,1992-07-28T00:00:00Z,1992,7,9,chl_ug_l,NA
toolik,1992-07-28T00:00:00Z,1992,7,9,secchi_m,4.9
toolik,1992-07-28T00:00:00Z,1992,7,10,temp_c,6.6
toolik,1992-07-28T00:00:00Z,1992,7,10,cond_u_s,29
toolik,1992-07-28T00:00:00Z,1992,7,10,do_mg_l,9.7
toolik,1992-07-28T00:00:00Z,1992,7,10,chl_ug_l,NA
toolik,1992-07-28T00:00:00Z,1992,7,10,secchi_m,4.9
toolik,1992-07-28T00:00:00Z,1992,7,11,temp_c,6.4
toolik,1992-07-28T00:00:00Z,1992,7,11,cond_u_s,29
toolik,1992-07-28T00:00:00Z,1992,7,11,do_mg_l,9.6
toolik,1992-07-28T00:00:00Z,1992,7,11,chl_ug_l,NA
toolik,1992-07-28T00:00:00Z,1992,7,11,secchi_m,4.9
toolik,1992-07-28T00:00:00Z,1992,7,12,temp_c,6
toolik,1992-07-28T00:00:00Z,1992,7,12,cond_u_s,29
toolik,1992-07-28T00:00:00Z,1992,7,12,do_mg_l,9.6
toolik,1992-07-28T00:00:00Z,1992,7,12,chl_ug_l,0.306848
toolik,1992-07-28T00:00:00Z,1992,7,12,secchi_m,4.9
toolik,1992-07-28T00:00:00Z,1992,7,13,temp_c,5.9
toolik,1992-07-28T00:00:00Z,1992,7,13,cond_u_s,29
toolik,1992-07-28T00:00:00Z,1992,7,13,do_mg_l,9.6
toolik,1992-07-28T00:00:00Z,1992,7,13,chl_ug_l,NA
toolik,1992-07-28T00:00:00Z,1992,7,13,secchi_m,4.9
toolik,1992-07-28T00:00:00Z,1992,7,14,temp_c,5.8
toolik,1992-07-28T00:00:00Z,1992,7,14,cond_u_s,29
toolik,1992-07-28T00:00:00Z,1992,7,14,do_mg_l,9.6
toolik,1992-07-28T00:00:00Z,1992,7,14,chl_ug_l,NA
toolik,1992-07-28T00:00:00Z,1992,7,14,secchi_m,4.9
toolik,1992-07-28T00:00:00Z,1992,7,15,temp_c,5.7
toolik,1992-07-28T00:00:00Z,1992,7,15,cond_u_s,NA
toolik,1992-07-28T00:00:00Z,1992,7,15,do_mg_l,9.5
toolik,1992-07-28T00:00:00Z,1992,7,15,chl_ug_l,NA
toolik,1992-07-28T00:00:00Z,1992,7,15,secchi_m,4.9
toolik,1992-07-28T00:00:00Z,1992,7,16,temp_c,5.5
toolik,1992-07-28T00:00:00Z,1992,7,16,cond_u_s,NA
toolik,1992-07-28T00:00:00Z,1992,7,16,do_mg_l,9.5
toolik,1992-07-28T00:00:00Z,1992,7,16,chl_ug_l,0.192027
toolik,1992-07-28T00:00:00Z,1992,7,16,secchi_m,4.9
toolik,1992-08-04T00:00:00Z,1992,8,0,temp_c,13
toolik,1992-08-04T00:00:00Z,1992,8,0,cond_u_s,43
toolik,1992-08-04T00:00:00Z,1992,8,0,do_mg_l,10.5
toolik,1992-08-04T00:00:00Z,1992,8,0,chl_ug_l,0.583848
toolik,1992-08-04T00:00:00Z,1992,8,0,secchi_m,5.2
toolik,1992-08-04T00:00:00Z,1992,8,1,temp_c,13
toolik,1992-08-04T00:00:00Z,1992,8,1,cond_u_s,44
toolik,1992-08-04T00:00:00Z,1992,8,1,do_mg_l,10.2
toolik,1992-08-04T00:00:00Z,1992,8,1,chl_ug_l,0.612601
toolik,1992-08-04T00:00:00Z,1992,8,1,secchi_m,5.2
toolik,1992-08-04T00:00:00Z,1992,8,2,temp_c,13
toolik,1992-08-04T00:00:00Z,1992,8,2,cond_u_s,46
toolik,1992-08-04T00:00:00Z,1992,8,2,do_mg_l,10.1
toolik,1992-08-04T00:00:00Z,1992,8,2,chl_ug_l,NA
toolik,1992-08-04T00:00:00Z,1992,8,2,secchi_m,5.2
toolik,1992-08-04T00:00:00Z,1992,8,3,temp_c,13
toolik,1992-08-04T00:00:00Z,1992,8,3,cond_u_s,49
toolik,1992-08-04T00:00:00Z,1992,8,3,do_mg_l,10
toolik,1992-08-04T00:00:00Z,1992,8,3,chl_ug_l,0.469027
toolik,1992-08-04T00:00:00Z,1992,8,3,secchi_m,5.2
toolik,1992-08-04T00:00:00Z,1992,8,4,temp_c,13
toolik,1992-08-04T00:00:00Z,1992,8,4,cond_u_s,49
toolik,1992-08-04T00:00:00Z,1992,8,4,do_mg_l,10
toolik,1992-08-04T00:00:00Z,1992,8,4,chl_ug_l,NA
toolik,1992-08-04T00:00:00Z,1992,8,4,secchi_m,5.2
toolik,1992-08-04T00:00:00Z,1992,8,5,temp_c,13
toolik,1992-08-04T00:00:00Z,1992,8,5,cond_u_s,49
toolik,1992-08-04T00:00:00Z,1992,8,5,do_mg_l,10
toolik,1992-08-04T00:00:00Z,1992,8,5,chl_ug_l,0.690777
toolik,1992-08-04T00:00:00Z,1992,8,5,secchi_m,5.2
toolik,1992-08-04T00:00:00Z,1992,8,6,temp_c,13
toolik,1992-08-04T00:00:00Z,1992,8,6,cond_u_s,49
toolik,1992-08-04T00:00:00Z,1992,8,6,do_mg_l,10.3
toolik,1992-08-04T00:00:00Z,1992,8,6,chl_ug_l,NA
toolik,1992-08-04T00:00:00Z,1992,8,6,secchi_m,5.2
toolik,1992-08-04T00:00:00Z,1992,8,7,temp_c,9.9
toolik,1992-08-04T00:00:00Z,1992,8,7,cond_u_s,49
toolik,1992-08-04T00:00:00Z,1992,8,7,do_mg_l,10.1
toolik,1992-08-04T00:00:00Z,1992,8,7,chl_ug_l,NA
toolik,1992-08-04T00:00:00Z,1992,8,7,secchi_m,5.2
toolik,1992-08-04T00:00:00Z,1992,8,8,temp_c,7.9
toolik,1992-08-04T00:00:00Z,1992,8,8,cond_u_s,48
toolik,1992-08-04T00:00:00Z,1992,8,8,do_mg_l,10.1
toolik,1992-08-04T00:00:00Z,1992,8,8,chl_ug_l,0.244833
toolik,1992-08-04T00:00:00Z,1992,8,8,secchi_m,5.2
toolik,1992-08-04T00:00:00Z,1992,8,9,temp_c,7
toolik,1992-08-04T00:00:00Z,1992,8,9,cond_u_s,49
toolik,1992-08-04T00:00:00Z,1992,8,9,do_mg_l,10.1
toolik,1992-08-04T00:00:00Z,1992,8,9,chl_ug_l,NA
toolik,1992-08-04T00:00:00Z,1992,8,9,secchi_m,5.2
toolik,1992-08-04T00:00:00Z,1992,8,10,temp_c,6.3
toolik,1992-08-04T00:00:00Z,1992,8,10,cond_u_s,49
toolik,1992-08-04T00:00:00Z,1992,8,10,do_mg_l,10.1
toolik,1992-08-04T00:00:00Z,1992,8,10,chl_ug_l,NA
toolik,1992-08-04T00:00:00Z,1992,8,10,secchi_m,5.2
toolik,1992-08-04T00:00:00Z,1992,8,11,temp_c,6
toolik,1992-08-04T00:00:00Z,1992,8,11,cond_u_s,49
toolik,1992-08-04T00:00:00Z,1992,8,11,do_mg_l,10.1
toolik,1992-08-04T00:00:00Z,1992,8,11,chl_ug_l,NA
toolik,1992-08-04T00:00:00Z,1992,8,11,secchi_m,5.2
toolik,1992-08-04T00:00:00Z,1992,8,12,temp_c,5.9
toolik,1992-08-04T00:00:00Z,1992,8,12,cond_u_s,49
toolik,1992-08-04T00:00:00Z,1992,8,12,do_mg_l,10.1
toolik,1992-08-04T00:00:00Z,1992,8,12,chl_ug_l,0.349695
toolik,1992-08-04T00:00:00Z,1992,8,12,secchi_m,5.2
toolik,1992-08-04T00:00:00Z,1992,8,13,temp_c,5.8
toolik,1992-08-04T00:00:00Z,1992,8,13,cond_u_s,50
toolik,1992-08-04T00:00:00Z,1992,8,13,do_mg_l,10.1
toolik,1992-08-04T00:00:00Z,1992,8,13,chl_ug_l,NA
toolik,1992-08-04T00:00:00Z,1992,8,13,secchi_m,5.2
toolik,1992-08-04T00:00:00Z,1992,8,14,temp_c,5.7
toolik,1992-08-04T00:00:00Z,1992,8,14,cond_u_s,50
toolik,1992-08-04T00:00:00Z,1992,8,14,do_mg_l,10
toolik,1992-08-04T00:00:00Z,1992,8,14,chl_ug_l,NA
toolik,1992-08-04T00:00:00Z,1992,8,14,secchi_m,5.2
toolik,1992-08-04T00:00:00Z,1992,8,15,temp_c,5.7
toolik,1992-08-04T00:00:00Z,1992,8,15,cond_u_s,NA
toolik,1992-08-04T00:00:00Z,1992,8,15,do_mg_l,10
toolik,1992-08-04T00:00:00Z,1992,8,15,chl_ug_l,NA
toolik,1992-08-04T00:00:00Z,1992,8,15,secchi_m,5.2
toolik,1992-08-04T00:00:00Z,1992,8,16,temp_c,5.6
toolik,1992-08-04T00:00:00Z,1992,8,16,cond_u_s,NA
toolik,1992-08-04T00:00:00Z,1992,8,16,do_mg_l,9.9
toolik,1992-08-04T00:00:00Z,1992,8,16,chl_ug_l,0.077393
toolik,1992-08-04T00:00:00Z,1992,8,16,secchi_m,5.2
toolik,1992-08-11T00:00:00Z,1992,8,0,temp_c,NA
toolik,1992-08-11T00:00:00Z,1992,8,0,cond_u_s,NA
toolik,1992-08-11T00:00:00Z,1992,8,0,do_mg_l,NA
toolik,1992-08-11T00:00:00Z,1992,8,0,chl_ug_l,0.496088
toolik,1992-08-11T00:00:00Z,1992,8,0,secchi_m,NA
toolik,1992-08-11T00:00:00Z,1992,8,1,temp_c,NA
toolik,1992-08-11T00:00:00Z,1992,8,1,cond_u_s,NA
toolik,1992-08-11T00:00:00Z,1992,8,1,do_mg_l,NA
toolik,1992-08-11T00:00:00Z,1992,8,1,chl_ug_l,0.636091
toolik,1992-08-11T00:00:00Z,1992,8,1,secchi_m,NA
toolik,1992-08-11T00:00:00Z,1992,8,3,temp_c,NA
toolik,1992-08-11T00:00:00Z,1992,8,3,cond_u_s,NA
toolik,1992-08-11T00:00:00Z,1992,8,3,do_mg_l,NA
toolik,1992-08-11T00:00:00Z,1992,8,3,chl_ug_l,0.445348
toolik,1992-08-11T00:00:00Z,1992,8,3,secchi_m,NA
toolik,1992-08-11T00:00:00Z,1992,8,5,temp_c,NA
toolik,1992-08-11T00:00:00Z,1992,8,5,cond_u_s,NA
toolik,1992-08-11T00:00:00Z,1992,8,5,do_mg_l,NA
toolik,1992-08-11T00:00:00Z,1992,8,5,chl_ug_l,0.464141
toolik,1992-08-11T00:00:00Z,1992,8,5,secchi_m,NA
toolik,1992-08-11T00:00:00Z,1992,8,8,temp_c,NA
toolik,1992-08-11T00:00:00Z,1992,8,8,cond_u_s,NA
toolik,1992-08-11T00:00:00Z,1992,8,8,do_mg_l,NA
toolik,1992-08-11T00:00:00Z,1992,8,8,chl_ug_l,0.310983
toolik,1992-08-11T00:00:00Z,1992,8,8,secchi_m,NA
toolik,1992-08-11T00:00:00Z,1992,8,12,temp_c,NA
toolik,1992-08-11T00:00:00Z,1992,8,12,cond_u_s,NA
toolik,1992-08-11T00:00:00Z,1992,8,12,do_mg_l,NA
toolik,1992-08-11T00:00:00Z,1992,8,12,chl_ug_l,0.226793
toolik,1992-08-11T00:00:00Z,1992,8,12,secchi_m,NA
toolik,1992-08-11T00:00:00Z,1992,8,16,temp_c,1.82
toolik,1992-08-11T00:00:00Z,1992,8,16,cond_u_s,NA
toolik,1992-08-11T00:00:00Z,1992,8,16,do_mg_l,NA
toolik,1992-08-11T00:00:00Z,1992,8,16,chl_ug_l,0.4566237
toolik,1992-08-11T00:00:00Z,1992,8,16,secchi_m,NA
toolik,1992-08-20T00:00:00Z,1992,8,0,temp_c,7
toolik,1992-08-20T00:00:00Z,1992,8,0,cond_u_s,NA
toolik,1992-08-20T00:00:00Z,1992,8,0,do_mg_l,NA
toolik,1992-08-20T00:00:00Z,1992,8,0,chl_ug_l,NA
toolik,1992-08-20T00:00:00Z,1992,8,0,secchi_m,5.3
toolik,1992-08-20T00:00:00Z,1992,8,1,temp_c,7
toolik,1992-08-20T00:00:00Z,1992,8,1,cond_u_s,NA
toolik,1992-08-20T00:00:00Z,1992,8,1,do_mg_l,NA
toolik,1992-08-20T00:00:00Z,1992,8,1,chl_ug_l,NA
toolik,1992-08-20T00:00:00Z,1992,8,1,secchi_m,5.3
toolik,1992-08-20T00:00:00Z,1992,8,2,temp_c,7
toolik,1992-08-20T00:00:00Z,1992,8,2,cond_u_s,NA
toolik,1992-08-20T00:00:00Z,1992,8,2,do_mg_l,NA
toolik,1992-08-20T00:00:00Z,1992,8,2,chl_ug_l,NA
toolik,1992-08-20T00:00:00Z,1992,8,2,secchi_m,5.3
toolik,1992-08-20T00:00:00Z,1992,8,3,temp_c,7
toolik,1992-08-20T00:00:00Z,1992,8,3,cond_u_s,NA
toolik,1992-08-20T00:00:00Z,1992,8,3,do_mg_l,NA
toolik,1992-08-20T00:00:00Z,1992,8,3,chl_ug_l,NA
toolik,1992-08-20T00:00:00Z,1992,8,3,secchi_m,5.3
toolik,1992-08-20T00:00:00Z,1992,8,4,temp_c,7
toolik,1992-08-20T00:00:00Z,1992,8,4,cond_u_s,NA
toolik,1992-08-20T00:00:00Z,1992,8,4,do_mg_l,NA
toolik,1992-08-20T00:00:00Z,1992,8,4,chl_ug_l,NA
toolik,1992-08-20T00:00:00Z,1992,8,4,secchi_m,5.3
toolik,1992-08-20T00:00:00Z,1992,8,5,temp_c,6.5
toolik,1992-08-20T00:00:00Z,1992,8,5,cond_u_s,NA
toolik,1992-08-20T00:00:00Z,1992,8,5,do_mg_l,NA
toolik,1992-08-20T00:00:00Z,1992,8,5,chl_ug_l,NA
toolik,1992-08-20T00:00:00Z,1992,8,5,secchi_m,5.3
toolik,1992-08-20T00:00:00Z,1992,8,6,temp_c,6.5
toolik,1992-08-20T00:00:00Z,1992,8,6,cond_u_s,NA
toolik,1992-08-20T00:00:00Z,1992,8,6,do_mg_l,NA
toolik,1992-08-20T00:00:00Z,1992,8,6,chl_ug_l,NA
toolik,1992-08-20T00:00:00Z,1992,8,6,secchi_m,5.3
toolik,1992-08-20T00:00:00Z,1992,8,7,temp_c,6.5
toolik,1992-08-20T00:00:00Z,1992,8,7,cond_u_s,NA
toolik,1992-08-20T00:00:00Z,1992,8,7,do_mg_l,NA
toolik,1992-08-20T00:00:00Z,1992,8,7,chl_ug_l,NA
toolik,1992-08-20T00:00:00Z,1992,8,7,secchi_m,5.3
toolik,1992-08-20T00:00:00Z,1992,8,8,temp_c,6.5
toolik,1992-08-20T00:00:00Z,1992,8,8,cond_u_s,NA
toolik,1992-08-20T00:00:00Z,1992,8,8,do_mg_l,NA
toolik,1992-08-20T00:00:00Z,1992,8,8,chl_ug_l,NA
toolik,1992-08-20T00:00:00Z,1992,8,8,secchi_m,5.3
toolik,1992-08-20T00:00:00Z,1992,8,9,temp_c,6.5
toolik,1992-08-20T00:00:00Z,1992,8,9,cond_u_s,NA
toolik,1992-08-20T00:00:00Z,1992,8,9,do_mg_l,NA
toolik,1992-08-20T00:00:00Z,1992,8,9,chl_ug_l,NA
toolik,1992-08-20T00:00:00Z,1992,8,9,secchi_m,5.3
toolik,1992-08-20T00:00:00Z,1992,8,10,temp_c,6.5
toolik,1992-08-20T00:00:00Z,1992,8,10,cond_u_s,NA
toolik,1992-08-20T00:00:00Z,1992,8,10,do_mg_l,NA
toolik,1992-08-20T00:00:00Z,1992,8,10,chl_ug_l,NA
toolik,1992-08-20T00:00:00Z,1992,8,10,secchi_m,5.3
toolik,1992-08-20T00:00:00Z,1992,8,11,temp_c,6.5
toolik,1992-08-20T00:00:00Z,1992,8,11,cond_u_s,NA
toolik,1992-08-20T00:00:00Z,1992,8,11,do_mg_l,NA
toolik,1992-08-20T00:00:00Z,1992,8,11,chl_ug_l,NA
toolik,1992-08-20T00:00:00Z,1992,8,11,secchi_m,5.3
toolik,1992-08-20T00:00:00Z,1992,8,12,temp_c,6.5
toolik,1992-08-20T00:00:00Z,1992,8,12,cond_u_s,NA
toolik,1992-08-20T00:00:00Z,1992,8,12,do_mg_l,NA
toolik,1992-08-20T00:00:00Z,1992,8,12,chl_ug_l,NA
toolik,1992-08-20T00:00:00Z,1992,8,12,secchi_m,5.3
toolik,1992-08-20T00:00:00Z,1992,8,13,temp_c,6.5
toolik,1992-08-20T00:00:00Z,1992,8,13,cond_u_s,NA
toolik,1992-08-20T00:00:00Z,1992,8,13,do_mg_l,NA
toolik,1992-08-20T00:00:00Z,1992,8,13,chl_ug_l,NA
toolik,1992-08-20T00:00:00Z,1992,8,13,secchi_m,5.3
toolik,1992-08-20T00:00:00Z,1992,8,14,temp_c,6.5
toolik,1992-08-20T00:00:00Z,1992,8,14,cond_u_s,NA
toolik,1992-08-20T00:00:00Z,1992,8,14,do_mg_l,NA
toolik,1992-08-20T00:00:00Z,1992,8,14,chl_ug_l,NA
toolik,1992-08-20T00:00:00Z,1992,8,14,secchi_m,5.3
toolik,1993-05-16T00:00:00Z,1993,5,2.4,temp_c,1.45
toolik,1993-05-16T00:00:00Z,1993,5,2.4,cond_u_s,87
toolik,1993-05-16T00:00:00Z,1993,5,2.4,do_mg_l,11.9357762
toolik,1993-05-16T00:00:00Z,1993,5,2.4,chl_ug_l,NA
toolik,1993-05-16T00:00:00Z,1993,5,2.4,secchi_m,NA
toolik,1993-05-16T00:00:00Z,1993,5,4.5,temp_c,2.22
toolik,1993-05-16T00:00:00Z,1993,5,4.5,cond_u_s,83
toolik,1993-05-16T00:00:00Z,1993,5,4.5,do_mg_l,10.9888002
toolik,1993-05-16T00:00:00Z,1993,5,4.5,chl_ug_l,NA
toolik,1993-05-16T00:00:00Z,1993,5,4.5,secchi_m,NA
toolik,1993-05-16T00:00:00Z,1993,5,6,temp_c,2.66
toolik,1993-05-16T00:00:00Z,1993,5,6,cond_u_s,83
toolik,1993-05-16T00:00:00Z,1993,5,6,do_mg_l,10.6758116
toolik,1993-05-16T00:00:00Z,1993,5,6,chl_ug_l,NA
toolik,1993-05-16T00:00:00Z,1993,5,6,secchi_m,NA
toolik,1993-05-16T00:00:00Z,1993,5,8,temp_c,2.81
toolik,1993-05-16T00:00:00Z,1993,5,8,cond_u_s,83
toolik,1993-05-16T00:00:00Z,1993,5,8,do_mg_l,10.4648206
toolik,1993-05-16T00:00:00Z,1993,5,8,chl_ug_l,NA
toolik,1993-05-16T00:00:00Z,1993,5,8,secchi_m,NA
toolik,1993-05-16T00:00:00Z,1993,5,12,temp_c,2.9
toolik,1993-05-16T00:00:00Z,1993,5,12,cond_u_s,83
toolik,1993-05-16T00:00:00Z,1993,5,12,do_mg_l,9.2878452
toolik,1993-05-16T00:00:00Z,1993,5,12,chl_ug_l,NA
toolik,1993-05-16T00:00:00Z,1993,5,12,secchi_m,NA
toolik,1993-05-16T00:00:00Z,1993,5,16,temp_c,2.92
toolik,1993-05-16T00:00:00Z,1993,5,16,cond_u_s,84
toolik,1993-05-16T00:00:00Z,1993,5,16,do_mg_l,8.4728626
toolik,1993-05-16T00:00:00Z,1993,5,16,chl_ug_l,NA
toolik,1993-05-16T00:00:00Z,1993,5,16,secchi_m,NA
toolik,1993-06-08T00:00:00Z,1993,6,0,temp_c,4.55
toolik,1993-06-08T00:00:00Z,1993,6,0,cond_u_s,11.8
toolik,1993-06-08T00:00:00Z,1993,6,0,do_mg_l,9.81
toolik,1993-06-08T00:00:00Z,1993,6,0,chl_ug_l,NA
toolik,1993-06-08T00:00:00Z,1993,6,0,secchi_m,NA
toolik,1993-06-08T00:00:00Z,1993,6,1,temp_c,4.42
toolik,1993-06-08T00:00:00Z,1993,6,1,cond_u_s,31.6
toolik,1993-06-08T00:00:00Z,1993,6,1,do_mg_l,10.14
toolik,1993-06-08T00:00:00Z,1993,6,1,chl_ug_l,NA
toolik,1993-06-08T00:00:00Z,1993,6,1,secchi_m,NA
toolik,1993-06-08T00:00:00Z,1993,6,2.5,temp_c,3.15
toolik,1993-06-08T00:00:00Z,1993,6,2.5,cond_u_s,61.7
toolik,1993-06-08T00:00:00Z,1993,6,2.5,do_mg_l,9.39
toolik,1993-06-08T00:00:00Z,1993,6,2.5,chl_ug_l,NA
toolik,1993-06-08T00:00:00Z,1993,6,2.5,secchi_m,NA
toolik,1993-06-08T00:00:00Z,1993,6,3,temp_c,NA
toolik,1993-06-08T00:00:00Z,1993,6,3,cond_u_s,NA
toolik,1993-06-08T00:00:00Z,1993,6,3,do_mg_l,NA
toolik,1993-06-08T00:00:00Z,1993,6,3,chl_ug_l,1.20265
toolik,1993-06-08T00:00:00Z,1993,6,3,secchi_m,NA
toolik,1993-06-08T00:00:00Z,1993,6,3.5,temp_c,3.08
toolik,1993-06-08T00:00:00Z,1993,6,3.5,cond_u_s,64.2
toolik,1993-06-08T00:00:00Z,1993,6,3.5,do_mg_l,9.34
toolik,1993-06-08T00:00:00Z,1993,6,3.5,chl_ug_l,NA
toolik,1993-06-08T00:00:00Z,1993,6,3.5,secchi_m,NA
toolik,1993-06-08T00:00:00Z,1993,6,4.5,temp_c,3.06
toolik,1993-06-08T00:00:00Z,1993,6,4.5,cond_u_s,64.7
toolik,1993-06-08T00:00:00Z,1993,6,4.5,do_mg_l,9.32
toolik,1993-06-08T00:00:00Z,1993,6,4.5,chl_ug_l,NA
toolik,1993-06-08T00:00:00Z,1993,6,4.5,secchi_m,NA
toolik,1993-06-08T00:00:00Z,1993,6,5,temp_c,3.06
toolik,1993-06-08T00:00:00Z,1993,6,5,cond_u_s,64.9
toolik,1993-06-08T00:00:00Z,1993,6,5,do_mg_l,9.33
toolik,1993-06-08T00:00:00Z,1993,6,5,chl_ug_l,1.118085
toolik,1993-06-08T00:00:00Z,1993,6,5,secchi_m,NA
toolik,1993-06-08T00:00:00Z,1993,6,6,temp_c,3.06
toolik,1993-06-08T00:00:00Z,1993,6,6,cond_u_s,64.3
toolik,1993-06-08T00:00:00Z,1993,6,6,do_mg_l,9.32
toolik,1993-06-08T00:00:00Z,1993,6,6,chl_ug_l,0.794855
toolik,1993-06-08T00:00:00Z,1993,6,6,secchi_m,NA
toolik,1993-06-08T00:00:00Z,1993,6,7,temp_c,3.06
toolik,1993-06-08T00:00:00Z,1993,6,7,cond_u_s,64.3
toolik,1993-06-08T00:00:00Z,1993,6,7,do_mg_l,9.32
toolik,1993-06-08T00:00:00Z,1993,6,7,chl_ug_l,NA
toolik,1993-06-08T00:00:00Z,1993,6,7,secchi_m,NA
toolik,1993-06-08T00:00:00Z,1993,6,8,temp_c,3.06
toolik,1993-06-08T00:00:00Z,1993,6,8,cond_u_s,64.6
toolik,1993-06-08T00:00:00Z,1993,6,8,do_mg_l,9.3
toolik,1993-06-08T00:00:00Z,1993,6,8,chl_ug_l,1.116205
toolik,1993-06-08T00:00:00Z,1993,6,8,secchi_m,NA
toolik,1993-06-08T00:00:00Z,1993,6,9,temp_c,3.05
toolik,1993-06-08T00:00:00Z,1993,6,9,cond_u_s,64.9
toolik,1993-06-08T00:00:00Z,1993,6,9,do_mg_l,9.32
toolik,1993-06-08T00:00:00Z,1993,6,9,chl_ug_l,NA
toolik,1993-06-08T00:00:00Z,1993,6,9,secchi_m,NA
toolik,1993-06-08T00:00:00Z,1993,6,10,temp_c,3.06
toolik,1993-06-08T00:00:00Z,1993,6,10,cond_u_s,65.3
toolik,1993-06-08T00:00:00Z,1993,6,10,do_mg_l,9.32
toolik,1993-06-08T00:00:00Z,1993,6,10,chl_ug_l,NA
toolik,1993-06-08T00:00:00Z,1993,6,10,secchi_m,NA
toolik,1993-06-08T00:00:00Z,1993,6,11,temp_c,3.05
toolik,1993-06-08T00:00:00Z,1993,6,11,cond_u_s,64
toolik,1993-06-08T00:00:00Z,1993,6,11,do_mg_l,9.32
toolik,1993-06-08T00:00:00Z,1993,6,11,chl_ug_l,NA
toolik,1993-06-08T00:00:00Z,1993,6,11,secchi_m,NA
toolik,1993-06-08T00:00:00Z,1993,6,12,temp_c,3.06
toolik,1993-06-08T00:00:00Z,1993,6,12,cond_u_s,64.3
toolik,1993-06-08T00:00:00Z,1993,6,12,do_mg_l,9.32
toolik,1993-06-08T00:00:00Z,1993,6,12,chl_ug_l,0.498687
toolik,1993-06-08T00:00:00Z,1993,6,12,secchi_m,NA
